title,link,published,source,pub_date,doi,last_author,last_author_source,abstract,abstract_source,must_have_abstract,title_zh,abstract_zh,categories,stable_id
"Distinct Roles of Deep and Superficial Cortical Layers in Tone Prediction, Comparison, and Adaptation in Human Auditory Cortices",https://www.nature.com/articles/s41467-026-75662-w,,Biological sciences : Nature Communications subject feeds,2026-07-17 00:00:00+00:00,,Federico De Martino,,"Auditory perception relies on prior sensations to form expectations and adapt to repeated inputs. Yet, how these processes interact with frequency-specific preference across cortical depth remains unclear. Using ultra-high-field functional magnetic resonance imaging (at 7T), participants listened to stochastic tone sequences varying in their repetition structure and predictability. We modelled voxel-wise responses for stimulus preference, repetition suppression, and expectations, partitioning their unique and shared variance across three depth bins (infragranular, granular, supragranular). Expectation-related signals explained most unique variance in deep layers, aligning with internal model representations. Variance jointly explained by stimulus preference and expectation was instead strongest in superficial layers, consistent with the content-specific alignment of top-down predictions (prediction error signalling). Finally, repetition suppression accounted for variance uniformly across depth. Together, the data suggest that deep layers contain content-specific predictive models, superficial layers register prediction-input alignment, and repetition suppression provides a depth-invariant, local gain control that complements predictive processing.",nature_html,,深层和浅层皮质层在人类听觉皮层音调预测、比较和适应中的不同作用,听觉感知依赖于先前的感觉来形成期望并适应重复的输入。然而，这些过程如何与皮质深度的频率特定偏好相互作用仍不清楚。使用超高场功能磁共振成像（7T），参与者聆听了重复结构和可预测性不同的随机音调序列。我们对刺激偏好、重复抑制和期望的体素响应进行建模，将其独特且共享的方差划分到三个深度箱（粒下、粒状、上粒）。与期望相关的信号解释了深层中最独特的方差，与内部模型表示相一致。由刺激偏好和期望共同解释的方差在表面层中最强，这与自上而下的预测（预测误差信号）的内容特定对齐一致。最后，重复抑制均匀地解释了深度上的方差。总之，数据表明深层包含特定于内容的预测模型，浅层记录预测输入对齐，而重复抑制提供了深度不变的局部增益控制，可补充预测处理。,,64dbfde925cd8ee2
An Iron(V)-Oxo TAML Radical Cation Complex in Photocatalytic Water Oxidation and Electron-Transfer Reactions,https://pubs.acs.org/doi/10.1021/jacs.6c12367,,Journal of the American Chemical Society: Latest Articles (ACS Publications),2026-07-17 00:00:00+00:00,10.1021/jacs.6c12367,Wonwoo Nam,,"Iron(V)-oxo complexes have been proposed as critical reactive intermediates in catalytic water oxidation. However, iron-oxo complexes bearing redox-active (noninnocent) ligands with a formal oxidation state exceeding +5 have remained elusive. Herein, we report that an iron(V)-oxo complex bearing a one-electron oxidized tetraamido macrocyclic ligand, [FeV(O)(TAML•+)], effectively oxidizes water to evolve dioxygen (O2) via O-O bond formation. The precursor [FeIII(TAML)]- complex acts as an effective catalyst for the photochemical oxidation of water by 2,3-dichloro-5,6-dicyano-p-benzoquinone (DDQ). Transient absorption measurements reveal a stepwise, photodriven pathway: [FeIII(TAML)]- and DDQ first generate [FeV(O)(TAML)]- via a μ-oxo dimer intermediate, [(TAML)FeIV(O)FeIV(TAML)]2-. Subsequent electron transfer (ET) to the triplet excited state of DDQ (3DDQ*) yields the [FeV(O)(TAML•+)] intermediate and DDQ•-. In the presence of water, this complex reacts to produce a presumed [FeIV(OOH)(TAML)]- intermediate. The rate constants of the reaction of [FeV(O)(TAML•+)] with H2O and D2O at 298 K are determined to be 1.4 × 106 and 7.1 × 105 M-1 s-1, respectively, giving a deuterium kinetic isotope effect (KIE) of 2.0. In ET reactions, [FeV(O)(TAML•+)] is a highly reactive oxidant with an extremely small reorganization energy (λ = 0.80 eV). Such a small reorganization energy is ascribed to the TAML ligand-centered ET reduction of [FeV(O)(TAML•+)]. To the best of our knowledge, this iron(V)-oxo TAML radical cation complex, [FeV(O)(TAML•+)], represents one of the most powerful high-valent iron-oxo oxidants identified to date in water oxidation and electron transfer reactions.",pubmed,,光催化水氧化和电子转移反应中的铁 (V)-Oxo TAML 自由基阳离子配合物,"铁(V)-氧配合物已被提议作为催化水氧化中的关键反应中间体。然而，具有氧化还原活性（非无害）配体且形式氧化态超过+5的铁氧配合物仍然难以捉摸。在此，我们报道了带有单电子氧化四酰胺大环配体的铁(V)-氧配合物[FeV(O)(TAML•+)]，可有效氧化水通过O-O键形成产生双氧(O2)。前体 [FeIII(TAML)]- 配合物可作为 2,3-二氯-5,6-二氰基-对苯醌 (DDQ) 光化学氧化水的有效催化剂。瞬时吸收测量揭示了逐步的光驱动途径：[FeIII(TAML)]-和DDQ首先通过μ-氧二聚体中间体[(TAML)FeIV(O)FeIV(TAML)]2-生成[FeV(O)(TAML)]-。随后电子转移 (ET) 至 DDQ (3DDQ*) 的三重激发态，产生 [FeV(O)(TAML•+)] 中间体和 DDQ•-。在水存在下，该络合物发生反应，产生推测的[FeIV(OOH)(TAML)]-中间体。 [FeV(O)(TAML•+)]与H2O和D2O在298 K下的反应速率常数分别确定为1.4 × 106和7.1 × 105 M-1 s-1，氘动力学同位素效应(KIE)为2.0。在ET反应中，[FeV(O)(TAML•+)]是一种高活性氧化剂，具有极小的重组能(λ = 0.80 eV)。如此小的重组能归因于[FeV(O)(TAML•+)]以TAML配体为中心的ET还原。据我们所知，这种铁(V)-氧代TAML自由基阳离子络合物[FeV(O)(TAML•+)]代表了最强大的高价阳离子络合物之一。",,8dd7da486aa1e1cf
Reduction Inverts the Thermodynamics of the Stone–Wales Rearrangement,https://pubs.acs.org/doi/10.1021/jacs.6c10392,,Journal of the American Chemical Society: Latest Articles (ACS Publications),2026-07-17 00:00:00+00:00,10.1021/jacs.6c10392,Colin P. Nuckolls,,"We demonstrate that alkali-metal doping of polycyclic aromatic hydrocarbons can reshape the potential energy surface in favor of an isomer that is disfavored in the neutral state. This effect enables an efficient inverse Stone-Wales rearrangement at temperatures as low as 250 °C for potassium-, rubidium-, and cesium-doped systems. In contrast, lithium and sodium doping exclusively promote cyclodehydrogenation at cove regions. Supported by density functional theory, we propose a mechanistically consistent pathway and report the isolation and characterization of key anionic intermediates by single-crystal X-ray diffraction, UV-vis spectroscopy, and magnetometry. These findings highlight how reduction can unlock otherwise inaccessible rearrangements in aromatic systems and inform our understanding of the functionalization of graphene, carbon nanotubes, and fullerenes.",pubmed,,还原反转了斯通-威尔士重排的热力学,我们证明，多环芳烃的碱金属掺杂可以重塑势能表面，有利于中性状态下不受欢迎的异构体。对于钾、铷和铯掺杂系统，这种效应可以在低至 250 °C 的温度下实现高效的逆斯通威尔士重排。相比之下，锂和钠掺杂专门促进湾区域的环化脱氢。在密度泛函理论的支持下，我们提出了一种机械上一致的途径，并通过单晶 X 射线衍射、紫外可见光谱和磁力测定报告了关键阴离子中间体的分离和表征。这些发现强调了还原如何解锁芳香系统中原本无法实现的重排，并让我们了解石墨烯、碳纳米管和富勒烯的功能化。,,9345828a67a760b4
One-Step Integration of Sulfonated Polymer Films with Separators for Shuttle Mitigation in Lithium–Sulfur Batteries,https://pubs.acs.org/doi/10.1021/jacs.5c18131,,Journal of the American Chemical Society: Latest Articles (ACS Publications),2026-07-17 00:00:00+00:00,10.1021/jacs.5c18131,Yan-Kai Tzeng,,"Interfacial polymerization (IP) offers a rapid and inexpensive method for fabricating thin polymer films. In this work, a one-step IP reaction between a triacyl chloride monomer and sulfonated diamine monomer is employed to add a dense, charge-selective sulfonated thin-film coating onto a commercial separator to improve selective transport in lithium-sulfur batteries. The coating effectively suppresses polysulfide shuttling, enhancing capacity retention, although at the expense of compromised rate performance due to hindered lithium conduction through the dense film. Fractional substitution of the trifunctionalized acyl chloride monomer for a difunctionalized analogue reduces the film cross-link density, which improves rate performance but decreases uniformity in film coverage. Uniform film coverage is achieved upon addition of a small fraction (0.25 wt %) of higher reactivity, nonsulfonated diamine in the IP reaction. This optimized thin film coating breaks the rate-capacity retention trade-off, enabling a capacity of 711.6 mAh g-1 after 200 cycles at 0.5C while still reaching over 800 mAh g-1 during rate testing at 2C.",pubmed,,磺化聚合物薄膜与隔膜的一步集成，用于缓解锂硫电池中的穿梭效应,界面聚合（IP）为制造聚合物薄膜提供了一种快速且廉价的方法。在这项工作中，采用三酰氯单体和磺化二胺单体之间的一步 IP 反应，在商业隔膜上添加致密的电荷选择性磺化薄膜涂层，以改善锂硫电池的选择性传输。该涂层有效地抑制了多硫化物穿梭，提高了容量保持率，但代价是由于锂通过致密膜的传导受到阻碍而导致倍率性能受到损害。三官能化酰氯单体对双官能化类似物的部分取代降低了薄膜交联密度，这提高了倍率性能，但降低了薄膜覆盖的均匀性。在 IP 反应中添加一小部分 (0.25 wt%) 较高反应活性的非磺化二胺即可实现均匀的薄膜覆盖。这种优化的薄膜涂层打破了倍率与容量保持权衡，在 0.5C 下循环 200 次后容量达到 711.6 mAh g-1，同时在 2C 倍率测试期间仍达到 800 mAh g-1 以上。,,3448929868d3be67
Composite phase change materials-integrated thermal management strategy for thermo-electrical coupling components dispatch,https://www.sciencedirect.com/science/article/pii/S0306261926011086?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-17 00:00:00+00:00,10.1016/j.apenergy.2026.128452,Xinxi Li,,,,,复合相变材料-热电耦合组件调度集成热管理策略,,,a165a49881d8b975
An integrated energy–carbon–economic assessment of building decarbonization at city scale,https://www.sciencedirect.com/science/article/pii/S0306261926010603?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-17 00:00:00+00:00,10.1016/j.apenergy.2026.128406,Zhe Wang,,,,,城市尺度建筑脱碳的综合能源-碳-经济评估,,,addc56f56e3bd6f6
Multi-time scale operation simulation method considering extreme weather and frequency security: exploiting the multi-dimensional support capability of energy storage,https://www.sciencedirect.com/science/article/pii/S0306261926011372?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-17 00:00:00+00:00,10.1016/j.apenergy.2026.128481,Jifeng Liang,,,,,考虑极端天气和频率安全的多时间尺度运行模拟方法：发挥储能多维度支撑能力,,,22043d409b67de22
Physics-informed machine learning-based adaptive predictive control for energy-efficient hybrid-cooled data centers management,https://www.sciencedirect.com/science/article/pii/S0306261926010688?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-17 00:00:00+00:00,10.1016/j.apenergy.2026.128414,Poh-Seng Lee,,,,,基于物理信息的机器学习的自适应预测控制，用于节能混合冷却数据中心管理,,,4305308a68b204fd
Digital twin-in-the-loop energy management for grid-edge flexibility in electrified residential buildings,https://www.sciencedirect.com/science/article/pii/S030626192601072X?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-17 00:00:00+00:00,10.1016/j.apenergy.2026.128418,Javad Fattahi,,,,,数字双环能源管理，实现电气化住宅建筑电网边缘的灵活性,,,7163647b3ec93979
A physics-guided neural network with battery constraint mechanism for state-of-energy estimation of lithium-ion batteries,https://www.sciencedirect.com/science/article/pii/S0306261926010111?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-17 00:00:00+00:00,10.1016/j.apenergy.2026.128357,Linhui Zhao,,,,,具有电池约束机制的物理引导神经网络用于锂离子电池能量状态估计,,,4255081d6275e6e4
