title,link,published,source,pub_date,doi,last_author,last_author_source,abstract,abstract_source,must_have_abstract,title_zh,abstract_zh,categories,stable_id
"BODIPY-Integrated Porous Materials: Design Principles, Functional Architectures, and Emerging Applications",https://pubs.acs.org/aamick/article/doi/10.1021/acsami.6c10025/5255948/BODIPY-Integrated-Porous-Materials-Design,,ACS Applied Materials & Interfaces: Latest Articles (ACS Publications),2026-08-14 00:00:00+00:00,10.1021/acsami.6c10025,Bahadur Sk,,"Abstract The incorporation of functional organic chromophores into porous architectures has emerged as a powerful strategy to bridge molecular photophysics with materials-level performance. Among these, boron-dipyrromethene (BODIPY) derivatives offer a unique combination of strong visible-light absorption, high fluorescence efficiency, and structural tunability, making them potential building blocks for next-generation porous materials. This review summarizes recent progress in the development of BODIPY-based porous systems across a range of structural platforms, including molecular cages, porous organic polymers, covalent organic frameworks, and metal–organic frameworks. Key synthetic approaches and design strategies that enable the integration of BODIPY units into the porous architectures are discussed, with an emphasis on how framework composition and connectivity influence the overall functionality. The resulting materials exhibit enhanced performance in photocatalysis, environmental remediation, and biomedical applications. In addition, this review highlights current limitations related to synthetic scalability, framework stability, functional optimization, and the future direction of the field. By consolidating recent advances and identifying critical challenges, this article provides a comprehensive perspective on the development of BODIPY-integrated porous materials and their potential to address emerging technological demands.",crossref,,BODIPY-集成多孔材料：设计原理、功能架构和新兴应用,摘要：将功能性有机发色团纳入多孔结构已成为连接分子光物理与材料级性能的有力策略。其中，硼二吡咯亚甲基（BODIPY）衍生物具有强可见光吸收、高荧光效率和结构可调性的独特组合，使其成为下一代多孔材料的潜在构建模块。本综述总结了基于 BODIPY 的多孔系统在一系列结构平台上的开发最新进展，包括分子笼、多孔有机聚合物、共价有机框架和金属有机框架。讨论了将 BODIPY 单元集成到多孔结构中的关键合成方法和设计策略，重点是框架组成和连接性如何影响整体功能。所得材料在光催化、环境修复和生物医学应用中表现出增强的性能。此外，本次审查还强调了当前与综合可扩展性、框架稳定性、功能优化以及该领域未来方向相关的局限性。通过整合最新进展并确定关键挑战，本文对 BODIPY 集成多孔材料的开发及其满足新兴技术需求的潜力提供了全面的视角。,,5b51c0ccf17b8932
Eradication of MRSA biofilm-associated implant infections by low-immunogenic sustained-release lysostaphin fused to thermosensitive polypeptides,https://www.nature.com/articles/s41467-026-76664-4,,Biological sciences : Nature Communications subject feeds,2026-08-14 00:00:00+00:00,,Weiping Gao,,"Staphylococcal bacteria, particularly methicillin-resistant Staphylococcus aureus (MRSA), are responsible for intractable infections—especially those associated with implants—through biofilm formation, presenting a worldwide menace. Antibacterial enzymes like lysostaphin (Lst) are promising for combating staphylococcal infections but limited by poor stability, high immunogenicity, and suboptimal pharmacokinetics, which hamper their clinical translation as antibiotic alternatives. Herein, we report a strategy of fusing thermosensitive elastin-like polypeptides (ELPs) to Lst to overcome these inherent drawbacks and eradicate MRSA biofilm-induced implant infections. Guided by AlphaFold2, we rationally engineered a chimeric Lst-ELP fusion protein that preserves potent lytic activity, demonstrates markedly enhanced stability, and exhibits substantially reduced immunogenicity relative to free Lst. The thermosensitivity of Lst-ELP enables in situ formation of a sustained-release depot upon subcutaneous injection, translating to an increased maximum tolerated dose, improved pharmacokinetics, and optimized biodistribution. Consequently, a single injection of Lst-ELP not only fully eradicated MRSA biofilms on implants and MRSA from the bloodstream and wound tissues, but also eliminated local and systemic inflammatory responses. This approach achieved complete clearance of MRSA biofilm-associated implant infections without adverse effects, highlighting its potential for clinical translation.",nature_html,,通过与热敏多肽融合的低免疫原性缓释溶葡萄球菌素根除 MRSA 生物膜相关植入物感染,葡萄球菌，特别是耐甲氧西林金黄色葡萄球菌 (MRSA)，通过生物膜形成导致顽固性感染，尤其是与植入物相关的感染，构成了世界范围的威胁。溶葡萄球菌素 (Lst) 等抗菌酶有望用于对抗葡萄球菌感染，但其稳定性差、免疫原性高和药代动力学欠佳，这阻碍了其作为抗生素替代品的临床转化。在此，我们报告了一种将热敏弹性蛋白样多肽（ELP）与 Lst 融合的策略，以克服这些固有缺陷并根除 MRSA 生物膜诱导的植入物感染。在 AlphaFold2 的指导下，我们合理设计了一种嵌合 Lst-ELP 融合蛋白，与游离 Lst 相比，该蛋白保留了有效的裂解活性，稳定性显着增强，并且免疫原性大大降低。 Lst-ELP 的热敏感性能够在皮下注射后原位形成缓释储库，从而增加最大耐受剂量、改善药代动力学并优化生物分布。因此，单次注射 Lst-ELP 不仅可以完全根除植入物上的 MRSA 生物膜以及血流和伤口组织中的 MRSA，还可以消除局部和全身炎症反应。这种方法实现了 MRSA 生物膜相关种植体感染的完全清除，且没有副作用，凸显了其临床转化的潜力。,,c2b33c583c6d62bc
Evolutionary conservation analysis reveals a primordial function of STING as a regulator of lipid metabolism via FADS2,https://www.nature.com/articles/s41467-026-76833-5,,Biological sciences : Nature Communications subject feeds,2026-08-14 00:00:00+00:00,,Nadine Laguette,,"The stimulator of interferon genes (STING) is a pivotal regulator of type I interferon (IFN) responses. Although the IFN system is confined to vertebrates, STING is present across metazoans and in some unicellular eukaryotes, suggesting involvement in distinct functions prior to vertebrate divergence. Here we explore the conservation of STING-mediated regulation of polyunsaturated fatty acid (PUFA) metabolism. We find that STING homologs from vertebrates, invertebrates, and unicellular eukaryotes interact with fatty acid desaturase 2 (FADS2), the rate-limiting enzyme in PUFA metabolism, and influence subsequent functional outputs. Specifically, we show that STING homologs differentially shape cell susceptibility to infection by DNA and RNA viruses independently of the activation of IFN responses, suggesting that STING-mediated metabolic pathway regulation may participate in primitive host defense mechanisms. Thus, we identify STING-mediated metabolic regulation as an evolutionarily conserved feature and a primordial function of STING.",nature_html,,进化保守分析揭示了 STING 通过 FADS2 调节脂质代谢的原始功能,干扰素基因刺激剂 (STING) 是 I 型干扰素 (IFN) 反应的关键调节因子。尽管 IFN 系统仅限于脊椎动物，但 STING 存在于后生动物和一些单细胞真核生物中，表明在脊椎动物分化之前参与不同的功能。在这里，我们探讨了 STING 介导的多不饱和脂肪酸 (PUFA) 代谢调节的保守性。我们发现来自脊椎动物、无脊椎动物和单细胞真核生物的 STING 同源物与脂肪酸去饱和酶 2 (FADS2)（PUFA 代谢中的限速酶）相互作用，并影响随后的功能输出。具体来说，我们发现 STING 同源物不同地影响细胞对 DNA 和 RNA 病毒感染的易感性，与 IFN 反应的激活无关，表明 STING 介导的代谢途径调节可能参与原始宿主防御机制。因此，我们将 STING 介导的代谢调节视为进化上保守的特征和 STING 的原始功能。,,277b6636c37c3743
Enhancing iNKT cell immunotherapy through the integration of optimized CAR endodomains and iNKT engagers,https://www.nature.com/articles/s41467-026-76718-7,,Biological sciences : Nature Communications subject feeds,2026-08-14 00:00:00+00:00,,Anastasios Karadimitris,,"iNKT cells are emerging as a highly promising immunotherapy platform for the treatment of cancer. To maximise the anti-cancer activity of CAR-iNKT against the blood cancer multiple myeloma we investigated optimal CAR designs and their combination with new iNKT-specific engagers. We find that amongst five different CAR endodomains, underpinned by increased avidity and a cross talk between Plexin D1 on CAR-iNKT and Semaphorin 4 A on myeloma cells, BCMA CD28z CAR-iNKT exert the highest anti-myeloma activity. Notably, CD28z CAR-iNKT outperform their CAR-T counterparts. To expand the anti-myeloma potential of CAR-iNKT, we designed and validated a high efficacy BCMA iNKT-specific engager which exerts significant anti-myeloma activity in conjunction with adoptively transferred iNKT cells. Finally, combined, dual target therapy with FCRL5 CAR-iNKT and BCMA iNKT engagers outperforms FCRL5 CAR-iNKT and limits immune escape of FCRL5-negative myeloma. Thus, optimised iNKT-based, dual-target, dual-modality immunotherapy has enhanced anti-tumor activity against multiple myeloma and potentially other malignancies.",nature_html,,通过整合优化的 CAR 内域和 iNKT 接合剂增强 iNKT 细胞免疫治疗,iNKT 细胞正在成为一种非常有前途的癌症治疗免疫治疗平台。为了最大限度地发挥 CAR-iNKT 对血癌多发性骨髓瘤的抗癌活性，我们研究了最佳 CAR 设计及其与新的 iNKT 特异性接合剂的组合。我们发现，在五种不同的 CAR 内域中，由于亲和力增加以及 CAR-iNKT 上的 Plexin D1 和骨髓瘤细胞上的 Semaphorin 4 A 之间的串扰，BCMA CD28z CAR-iNKT 发挥了最高的抗骨髓瘤活性。值得注意的是，CD28z CAR-iNKT 的性能优于 CAR-T 同类产品。为了扩大 CAR-iNKT 的抗骨髓瘤潜力，我们设计并验证了一种高效的 BCMA iNKT 特异性接合器，它与过继转移的 iNKT 细胞结合发挥显着的抗骨髓瘤活性。最后，使用 FCRL5 CAR-iNKT 和 BCMA iNKT 接合剂的联合双靶向治疗优于 FCRL5 CAR-iNKT，并限制了 FCRL5 阴性骨髓瘤的免疫逃逸。因此，优化的基于 iNKT 的双靶点、双模式免疫疗法增强了针对多发性骨髓瘤和其他潜在恶性肿瘤的抗肿瘤活性。,,87ae3a5c1de03566
Endothelial cell-microglia crosstalk mediates heart failure-associated synaptic loss and cognitive impairment in male mice,https://www.nature.com/articles/s41467-026-76687-x,,Biological sciences : Nature Communications subject feeds,2026-08-14 00:00:00+00:00,,Shuo Zhang,,"Cognitive impairment affects 30%–80% of patients with heart failure, yet the mechanisms beyond reduced brain blood flow remain poorly defined. Here we show that circulating factors released during heart failure trigger senescence of brain blood-vessel endothelial cells, which in turn drives synaptic loss and cognitive decline through crosstalk between endothelial cells and microglia, the brain’s immune cells. Using a pressure-overload model (transverse aortic constriction) combined with plasma transfer in 8-month-old male mice, we found that elevated circulating TGFβ2 acts on endothelial TGFBR2 and induces the secreted protein SPARC via a non-canonical MEK/ERK–MYC pathway. Endothelial SPARC then activates microglial TLR4, promoting neuroinflammation and abnormal engulfment of synapses. Endothelial deletion of Tgfbr2 or Sparc, and microglial deletion of Tlr4, each preserved synapses and improved cognition, and pharmacological Tlr4 inhibition was protective. These findings define an endothelial–microglia signaling axis and a potential therapeutic target in heart failure-associated cognitive impairment.",nature_html,,内皮细胞-小胶质细胞串扰介导雄性小鼠心力衰竭相关的突触丧失和认知障碍,认知障碍影响 30%–80% 的心力衰竭患者，但脑血流量减少以外的机制仍不清楚。在这里，我们发现心力衰竭期间释放的循环因子会引发脑血管内皮细胞的衰老，进而通过内皮细胞和小胶质细胞（大脑的免疫细胞）之间的串扰驱动突触丧失和认知能力下降。在 8 个月大的雄性小鼠中使用压力过载模型（横主动脉缩窄）结合血浆移植，我们发现升高的循环 TGFβ2 作用于内皮 TGFBR2，并通过非经典 MEK/ERK-MYC 途径诱导分泌蛋白 SPARC。然后内皮 SPARC 激活小胶质细胞 TLR4，促进神经炎症和突触的异常吞噬。内皮细胞删除 Tgfbr2 或 Sparc，小胶质细胞删除 Tlr4，均能保留突触并改善认知，而药理学 Tlr4 抑制具有保护作用。这些发现定义了内皮-小胶质细胞信号轴和心力衰竭相关认知障碍的潜在治疗靶点。,,9b8256192eee4f6f
Deciphering the evolutionary origin of the enantioselectivity of short-chain dehydrogenases from plants toward 1-borneol,https://www.nature.com/articles/s41467-026-76435-1,,Biological sciences : Nature Communications subject feeds,2026-08-14 00:00:00+00:00,,Robert Kourist,,"Enzyme engineering has produced numerous methods to optimize enzymes for biotechnological processes; however, less is known about how natural evolution creates new functionalities. We investigate the evolutionary emergence of enantioselectivity in plant borneol dehydrogenases, which feature hydrophobic active-sites and are enantioselective towards dibornane-type monoterpenols. Ancestral sequence reconstruction provided a trajectory from the oldest unselective ancestor N30 (E = 12) toward a more recent selective ancestor N32, involving 19 mutations: 18 mutations are peripheral, one (I111L) occurs in the active-site. The mutation L111I in the hydrophobic pocket increased the selectivity of N30, while the back-mutation I111L decreased the selectivity of N32. Additional peripheral mutations (V136L/G169A/V183I) were required for high selectivity. Crystal structures suggested that protein dynamics rather than structural changes shape these catalytic properties; this was confirmed by Machine Learning/Molecular Mechanics simulations of ligand binding. Funnel-metadynamics simulations revealed a correlation between the active-site’s solvent-accessible surface area and selectivity. This potential evolutionary pathway shapes enantioselectivity, and guides future enzyme engineering campaigns.",nature_html,,破译植物短链脱氢酶对 1-冰片的对映选择性的进化起源,酶工程已经产生了许多优化生物技术过程中酶的方法；然而，人们对自然进​​化如何创造新功能知之甚少。我们研究了植物冰片脱氢酶对映选择性的进化出现，该酶具有疏水活性位点，并且对二冰片烷型单萜醇具有对映选择性。祖先序列重建提供了从最古老的非选择性祖先 N30 (E = 12) 到更新的选择性祖先 N32 的轨迹，涉及 19 个突变：18 个突变是外围突变，一个 (I111L) 发生在活性位点。疏水口袋中的突变L111I增加了N30的选择性，而回复突变I111L降低了N32的选择性。高选择性需要额外的外周突变（V136L/G169A/V183I）。晶体结构表明，是蛋白质动力学而不是结构变化决定了这些催化特性；配体结合的机器学习/分子力学模拟证实了这一点。漏斗动力学模拟揭示了活性位点的溶剂可及表面积与选择性之间的相关性。这种潜在的进化途径塑造了对映选择性，并指导未来的酶工程活动。,,a3910e4832682777
Complementary and opponent value signals in the human brain support choosing the best and avoiding the worst,https://www.nature.com/articles/s41467-026-76593-2,,Biological sciences : Nature Communications subject feeds,2026-08-14 00:00:00+00:00,,Julien Bastin,,"Whether the brain encodes the subjective value of pleasant and unpleasant situations via a single integrated circuit or through distinct pathways remains unresolved. How such signals guide choice across contexts also remains unclear. To address these questions, we recorded intracerebral activity from participants who rated pleasant and unpleasant scenarios and then made binary choices across domains and frames. Ventromedial prefrontal cortex (vmPFC) broadband gamma activity (BGA, 50–150 Hz) tracked the value of pleasant items during rating and choice, correlating positively with the most pleasant item irrespective of choice frame. Similarly, anterior insula (aIns) BGA tracked the value of unpleasant items during rating and choice, correlating negatively with the most unpleasant item irrespective of choice frame. Relative value signals in the vmPFC and aIns diverged most strongly when item domain and choice frame conflicted. These findings reveal complementary neural systems for pleasant and unpleasant valuation and their role in value-based choices.",nature_html,,人脑中的互补和对手价值信号支持选择最好的和避免最坏的,大脑是否通过单个集成电路或通过不同的路径编码愉快和不愉快情况的主观价值仍然悬而未决。这些信号如何指导跨环境的选择也仍不清楚。为了解决这些问题，我们记录了参与者的大脑内活动，他们对愉快和不愉快的场景进行了评分，然后跨领域和框架做出二元选择。腹内侧前额叶皮层 (vmPFC) 宽带伽玛活动（BGA，50-150 Hz）在评分和选择过程中跟踪令人愉快的项目的价值，无论选择框架如何，都与最令人愉快的项目呈正相关。同样，前岛叶 (aIns) BGA 在评分和选择过程中跟踪不愉快项目的价值，无论选择框架如何，都与最不愉快的项目呈负相关。当项目域和选择框架发生冲突时，vmPFC 和 aIns 中的相对价值信号分歧最为强烈。这些发现揭示了用于愉快和不愉快评估的互补神经系统及其在基于价值的选择中的作用。,,ce6c96c6913e633a
Reconciling strong coordination and anion-reinforced solvation structure enables nonflammable electrolytes for potassium-ion batteries,https://www.nature.com/articles/s41467-026-76791-y,,Physical sciences : Nature Communications subject feeds,2026-08-14 00:00:00+00:00,,Bingan Lu,,"Nonflammable electrolytes are pivotal for improving the safety of potassium-ion batteries. However, their broad adoption has been hindered by the inadequate electrode compatibility of conventional nonflammable electrolytes, which typically result from strong solvation and excessive free solvent molecules. Here, we employ a molecular design strategy that integrates strong coordination capability with anion-reinforced solvation structure, thereby enabling the effective deployment of nonflammable phosphate solvents. By incorporating lengthened functionalized side-chains into the phosphate backbone, the tailored molecule tri(2-butoxyethyl) phosphate achieves robust multi-site chelation via synergistic interactions between the ether oxygen (C-O-C) and the phosphoryl (P=O) groups. Concurrently, its large molecular structure effectively increases the anion-to-solvent ratio in the electrolyte, promoting the formation of stable electrode-electrolyte interphases, and resulting in high compatibility with both the negative and positive electrodes. Consequently, the optimized tri(2-butoxyethyl) phosphate-based electrolyte enables stable cycling of graphite negative electrode (92.7% capacity retention after 800 cycles at 100 mA g−1) and Prussian blue positive electrode (4.2 V, 88.6% capacity retention after 3200 cycles at 100 mA g−1). Furthermore, the assembled graphite||Prussian blue full cell also maintains 80.3% capacity retention after 1500 cycles at 500 mA g−1. This work provides a strategy for electrolyte design in potassium-ion batteries.",nature_html,,调和强配位和阴离子增强溶剂化结构，使钾离子电池具有不易燃电解质,不易燃电解质对于提高钾离子电池的安全性至关重要。然而，传统不可燃电解质的电极兼容性不足阻碍了它们的广泛采用，这通常是由于强溶剂化和过多的游离溶剂分子造成的。在这里，我们采用了一种分子设计策略，将强大的配位能力与阴离子增强的溶剂化结构相结合，从而能够有效地部署不可燃的磷酸盐溶剂。通过将加长的官能化侧链纳入磷酸酯主链，定制分子磷酸三（2-丁氧基乙基）酯通过醚氧（C-O-C）和磷酰基（P=O）基团之间的协同相互作用实现强大的多位点螯合。同时，其大分子结构有效提高了电解液中阴离子与溶剂的比例，促进稳定的电极-电解液界面的形成，从而与负极和正极具有高相容性。因此，优化的磷酸三（2-丁氧基乙基）基电解质能够实现石墨负极（100 mA g−1 下 800 次循环后容量保持率为 92.7%）和普鲁士蓝正极（4.2 V，100 mA g−1 下 3200 次循环后容量保持率为 88.6%）的稳定循环。此外，组装的石墨||普鲁士蓝全电池在500 mA g−1下循环1500次后仍保持80.3%的容量保持率。这项工作为钾离子电池电解质设计提供了策略。,,c74433be5dba6d97
Column switching liquid chromatography dual mass spectrometry system for simultaneous untargeted metabolomics and targeted exposomics,https://www.nature.com/articles/s41467-026-76696-w,,Biological sciences : Nature Communications subject feeds,2026-08-14 00:00:00+00:00,,Guowang Xu,,"Exposome-wide association studies (ExWAS) require the detection of metabolites and exposures with diverse chemical properties across wide concentration ranges, a task that typically demands multiple analytical methods. To address this challenge, we develop an integrated column-switching two-dimensional liquid chromatography-dual mass spectrometry (2DLC-dual-MS) system. This system employs a 2DLC setup to sequentially separate polar and non-polar compounds with log P ranging from −8 to 15. The separated fractions are directed via a three-way valve to a high-resolution MS (HRMS) and a triple quadrupole MS (TQMS), enabling simultaneous untargeted metabolome analysis and targeted quantification of 601 exposures. The method is particularly suited for the concurrent analysis of metabolome and exposome in human blood, where their concentrations typically differ by 2–3 orders of magnitude. In a demonstration application on lung adenocarcinoma ExWAS, the system exhibits good stability over more than 300 consecutive injections for both metabolome and exposome analysis, confirming its robustness for ExWAS applications.",nature_html,,用于同时进行非靶向代谢组学和靶向暴露组学的柱切换液相色谱双质谱系统,全暴露组关联研究 (ExWAS) 需要检测宽浓度范围内具有不同化学性质的代谢物和暴露，这项任务通常需要多种分析方法。为了应对这一挑战，我们开发了一种集成的柱切换二维液相色谱-双质谱 (2DLC-dual-MS) 系统。该系统采用 2DLC 设置顺序分离极性和非极性化合物，log P 范围为 -8 至 15。分离的组分通过三通阀引导至高分辨率 MS (HRMS) 和三重四极杆 MS (TQMS)，从而能够同时进行非靶向代谢组分析和 601 种暴露的靶向定量。该方法特别适合同时分析人体血液中的代谢组和暴露组，它们的浓度通常相差 2-3 个数量级。在肺腺癌 ExWAS 的演示应用中，该系统在超过 300 次连续注射的代谢组和暴露组分析中表现出良好的稳定性，证实了其在 ExWAS 应用中的稳健性。,,4fc9be6f077f9a0c
A cross-domain degradation mode prediction of lithium iron phosphate batteries for full cycle life,https://www.sciencedirect.com/science/article/pii/S0306261926013115?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-08-14 00:00:00+00:00,10.1016/j.apenergy.2026.128655,Xiao-Guang Yang,,,,,磷酸铁锂电池全循环寿命的跨域退化模式预测,,,90545459caed2b89
