title,link,published,source,pub_date,doi,last_author,last_author_source,abstract,abstract_source,must_have_abstract,title_zh,abstract_zh,categories,stable_id
Collateral impact: U.S.-China tensions and energy transition in third countries,https://www.sciencedirect.com/science/article/pii/S0301421526003605?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-06-20 00:00:00+00:00,,Qianying Chen,,,,,附带影响：中美紧张局势和第三国能源转型,,,6c32271128cf0f8f
Wind power forecasting with deep representation: A survey,https://www.sciencedirect.com/science/article/pii/S0306261926007580?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-20 00:00:00+00:00,,Haibin Zhang,,,,,具有深度代表性的风电预测：一项调查,,,6d3b59495aa3e471
Dynamic degradation mechanisms of PEM water electrolysis membrane electrode assembly under multiple operating conditions,https://www.sciencedirect.com/science/article/pii/S0306261926008755?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-20 00:00:00+00:00,,Depeng Kong,,,,,多工况下质子交换膜水电解膜电极组件的动态降解机理,,,2c2fad91236b6aff
Deep learning-based health monitoring and prognostics for nuclear power plants: a systematic review,https://www.sciencedirect.com/science/article/pii/S0306261926009062?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-20 00:00:00+00:00,,Xuefeng Chen,,,,,基于深度学习的核电厂健康监测和预测：系统评价,,,387abed42e3e488e
Energy modeling for a low-carbon future and global decarbonization,https://www.sciencedirect.com/science/article/pii/S0306261926008688?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-20 00:00:00+00:00,,Muhammad Shahzad Zafar,,,,,低碳未来和全球脱碳的能源建模,,,3886c28077ca1f0e
A review of electrochemical process-driven recycling and regeneration technologies for lithium-ion batteries,https://www.sciencedirect.com/science/article/pii/S0306261926008263?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-20 00:00:00+00:00,,Dean Pan,,,,,电化学过程驱动的锂离子电池回收和再生技术综述,,,d30eb1bd133d3ab9
Enhancing current distribution estimation in parallel battery modules using neural network ensembles,https://www.sciencedirect.com/science/article/pii/S0306261926008962?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-20 00:00:00+00:00,,Limei Wang,,,,,使用神经网络集成增强并联电池模块中的电流分布估计,,,f06f49c93607fc54
Spectrally selective c-Si agrivoltaic modules: Evaluating a new approach,https://www.sciencedirect.com/science/article/pii/S0306261926009207?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-20 00:00:00+00:00,,Timothy W. Schmidt,,,,,光谱选择性 c-Si 农用光伏模块：评估新方法,,,de40a95aa9a31bab
Prediction of high-frequency resistance for automotive PEMFC stacks using a Bayesian-optimized LSTM-XGBoost fusion model,https://www.sciencedirect.com/science/article/pii/S030626192600872X?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-20 00:00:00+00:00,,Zixuan Cheng,,,,,使用贝叶斯优化的 LSTM-XGBoost 融合模型预测汽车 PEMFC 堆栈的高频电阻,,,9f66c8a229a21144
Steady-state dynamics of an offshore hybrid wind-wave energy conversion system,https://www.sciencedirect.com/science/article/pii/S0306261926008810?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-20 00:00:00+00:00,,Feifei Cao,,,,,海上混合风浪能转换系统的稳态动力学,,,c8dc78daeefa1a87
Spatiotemporal supply-demand matching in residential building rooftop photovoltaics (PV) under climate change: a cross-climate zone assessment,https://www.sciencedirect.com/science/article/pii/S0306261926008640?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-20 00:00:00+00:00,,Jian Zuo,,,,,气候变化下住宅建筑屋顶光伏发电的时空供需匹配：跨气候区评估,,,54fb97cfd64f2041
Dynamic responses of wind turbines under unwaked and waked conditions,https://www.sciencedirect.com/science/article/pii/S0306261926009098?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-20 00:00:00+00:00,,Zheng Li,,,,,非唤醒和唤醒条件下风力发电机的动态响应,,,bc5ae49b62808770
Coordinating EV charging among multiple charging service providers under shared transformer constraints: A two-stage framework for capacity allocation and rolling optimization,https://www.sciencedirect.com/science/article/pii/S0306261926008974?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-20 00:00:00+00:00,,Xiaodan Yu,,,,,在共享变压器约束下协调多个充电服务提供商之间的电动汽车充电：容量分配和滚动优化的两阶段框架,,,a2ddef5723c848fe
Integrated multiscale modeling and coordinated balance-of-plant optimization to maximize vehicle system efficiency in a heavy-duty fuel cell electric vehicle,https://www.sciencedirect.com/science/article/pii/S0306261926009128?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-20 00:00:00+00:00,,Kyoungdoug Min,,,,,集成多尺度建模和协调工厂平衡优化，以最大限度地提高重型燃料电池电动汽车的车辆系统效率,,,6f68c11a998ef99d
Digital twin-driven deep reinforcement learning for coordinated scheduling and state prediction of distributed energy storage clusters,https://www.sciencedirect.com/science/article/pii/S0306261926009049?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-20 00:00:00+00:00,,Li Zhou,,,,,数字孪生驱动的深度强化学习分布式储能集群协调调度与状态预测,,,6964abcac36a8105
Adaptive risk-difference-based network pricing for shared energy storage in distribution networks,https://www.sciencedirect.com/science/article/pii/S0306261926009153?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-20 00:00:00+00:00,,Siyu Ma,,,,,配电网共享储能的自适应风险差网络定价,,,b8a4d164c804f753
Electricity generation from retrofitted abandoned oil and gas wells using a geothermal-driven organic rankine cycle,https://www.sciencedirect.com/science/article/pii/S0306261926008500?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-20 00:00:00+00:00,,Agus P. Sasmito,,,,,利用地热驱动的有机朗肯循环改造废弃油气井发电,,,93ab750fa26d9109
"How geopolitical risks, green finance, and environmental technologies dynamics shape energy trilemma in BRICS economies?",https://www.sciencedirect.com/science/article/pii/S0301421526003873?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-06-20 00:00:00+00:00,,Daniel Balsalobre-Lorente,,,,,地缘政治风险、绿色金融和环境技术动态如何塑造金砖国家经济体的能源三难困境？,,,c107f567ff706bb1
A stochastic simulation framework for EV charging station dynamic pricing with leader-driven dream optimization algorithm,https://www.sciencedirect.com/science/article/pii/S0306261926008998?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-20 00:00:00+00:00,,YuanBin Mo,,,,,具有领导者驱动的梦想优化算法的电动汽车充电站动态定价的随机模拟框架,,,98a4ab2d2160ed65
Physics-informed neural networks for wind turbine wake prediction: Constraint hierarchy under varying data density,https://www.sciencedirect.com/science/article/pii/S0306261926008901?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-20 00:00:00+00:00,,Yong Jiang,,,,,用于风力涡轮机尾流预测的物理信息神经网络：不同数据密度下的约束层次结构,,,5e6b786aa7ac3fe5
Alleviating energy poverty through grid modernization: Micro-evidence from China's ultra-high-voltage transmission projects,https://www.sciencedirect.com/science/article/pii/S030142152600385X?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-06-20 00:00:00+00:00,,Xin Zhao,,,,,通过电网现代化缓解能源贫困：中国特高压输电项目的微观证据,,,3dd339c65c5428df
How do green certificate and carbon emission trading impact clean energy investment? Evidence from evolutionary game modeling,https://www.sciencedirect.com/science/article/pii/S0301421526003691?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-06-20 00:00:00+00:00,,Lei Cheng,,,,,绿色证书和碳排放交易如何影响清洁能源投资？进化博弈模型的证据,,,71307589caf9dc11
Reconciling fiscal resilience with low-carbon energy goals: Sri Lanka's carbon-aligned fuel pricing,https://www.sciencedirect.com/science/article/pii/S0301421526003927?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-06-20 00:00:00+00:00,,HyeMin Park,,,,,协调财政弹性与低碳能源目标：斯里兰卡的碳调整燃料定价,,,b339f010cb8bde1a
Organic Photovoltaic Cells for Reliable Energy Generation in Deep Space Environments,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.73628?af=R,,Wiley: Advanced Materials: Table of Contents,2026-06-20 05:30:14+00:00,10.1002/adma.73628,Jianhui Hou,,"ABSTRACT
                  Lightweight, flexible, and capable of high specific power, organic photovoltaic (OPV) cells represent a promising solution for energy generation in deep space. However, their practical operation under such extreme conditions remains in its infancy. Here we reveal that low temperatures reshape the intrinsic energetics and charge dynamics of OPV cells. As temperature decreases, the density of states narrows and the quasi‐Fermi level splitting increases, enhancing the open‐circuit voltage. Yet, the reduced driving force constrains exciton dissociation and charge transport, highlighting the need for next‐generation active layers with enhanced driving forces. Meanwhile, cathode interlayer materials that facilitate charge extraction through interfacial dipole effects demonstrate superior performance at cryogenic temperatures. Flexible OPV cells based on polyimide substrates exhibit remarkable mechanical resilience under such conditions. These findings provide guiding principles for the design of efficient, durable, and adaptable photovoltaic systems for future deep space exploration.",crossref,,用于在深空环境中可靠发电的有机光伏电池,"摘要
                  有机光伏 (OPV) 电池重量轻、灵活且具有高比功率，是深空能源发电的一种有前景的解决方案。然而，它们在如此极端条件下的实际操作仍处于起步阶段。在这里，我们揭示了低温重塑了 OPV 电池的固有能量和电荷动力学。随着温度降低，态密度变窄，准费米能级分裂增加，从而提高开路电压。然而，驱动力的降低限制了激子解离和电荷传输，凸显了对具有增强驱动力的下一代有源层的需求。同时，通过界面偶极效应促进电荷提取的阴极中间层材料在低温下表现出优异的性能。基于聚酰亚胺基板的柔性OPV电池在这种条件下表现出显着的机械弹性。这些发现为未来深空探索高效、耐用和适应性强的光伏系统的设计提供了指导原则。",,c5af8350d96a9d42
Tuning Intermediate Adsorption and Interfacial Water Networks via Lattice Strain of NiFe Alloys Boosts Low‐Concentration Nitrate Electroreduction,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.73761?af=R,,Wiley: Advanced Materials: Table of Contents,2026-06-20 05:31:04+00:00,10.1002/adma.73761,Chuanxin He,,"ABSTRACT
                  
                    The electrochemical nitrate‐to‐ammonia reduction (NO
                    3
                    −
                    RR) in low‐concentration neutral media is often hindered by sluggish mass transfer and competitive hydrogen evolution reaction (HER). Herein, we propose a strategy to introduce lattice strain into a Ni catalyst through the co‐evaporation of a small proportion of Fe heteroatoms. According to in situ spectroscopy and theoretical calculations, the strain effect can optimize the
                    d
                    ‐band center of the Ni active sites, thereby modulating the adsorption strength of key intermediates (
                    *
                    NO
                    3
                    −
                    ,
                    *
                    NO
                    2
                    ,
                    *
                    NO) and enhancing the intrinsic activity for NO
                    3
                    −
                    RR. Furthermore, the strained surface can reorganize the interfacial hydrogen‐bond network and modulate the proportion of free water, thereby balancing the supply of active hydrogen (
                    *
                    H) with the suppression of HER. Consequently, NiFe‐T1.4 achieves remarkable NH
                    3
                    Faradaic efficiencies (FE) up to 95.5% and yield rates up to 8.57 mg h
                    −1
                    cm
                    −2
                    in neutral low‐concentration (5–50 m
                    m
                    ) nitrate solutions. Furthermore, NiFe‐T1.4 can also be employed as a cathode in a Zn‐NO
                    3
                    −
                    battery, delivering a high open‐circuit voltage of 1.53 V and a peak power density of 8.10 mW cm
                    −2
                    . This work presents a feasible approach to engineering high‐performance catalysts for nitrate‐to‐ammonia conversion by combining lattice strain and interfacial water management.",crossref,,通过 NiFe 合金晶格应变调节中间吸附和界面水网络促进低浓度硝酸盐电还原,"摘要
                  
                    电化学硝酸盐还原氨（NO
                    3
                    -
                    低浓度中性介质中的RR）通常受到缓慢的传质和竞争性析氢反应（HER）的阻碍。在此，我们提出了一种通过共蒸发少量铁杂原子将晶格应变引入镍催化剂的策略。根据原位光谱和理论计算，应变效应可以优化
                    d
                    ‐Ni活性位点的能带中心，从而调节关键中间体的吸附强度（
                    *
                    否
                    3
                    -
                    ,
                    *
                    否
                    2
                    ,
                    *
                    NO) 并增强 NO 的内在活性
                    3
                    -
                    RR。此外，应变表面可以重组界面氢键网络并调节自由水的比例，从而平衡活性氢的供应（
                    *
                    H) 抑制 HER。因此，NiFe-T1.4 实现了显着的 NH
                    3
                    法拉第效率 (FE) 高达 95.5%，产率高达 8.57 mg h
                    −1
                    厘米
                    −2
                    中性低浓度（5-50 m",,50acc11de41c050b
