title,link,published,source,pub_date,doi,last_author,last_author_source,abstract,abstract_source,must_have_abstract,title_zh,abstract_zh,categories,stable_id
The BRCA1-A complex restricts replication fork reversal-dependent DNA repair in ATM deficient cells,https://www.nature.com/articles/s41467-026-75271-7,,Biological sciences : Nature Communications subject feeds,2026-07-04 00:00:00+00:00,,Roger A. Greenberg,,"Ataxia Telangiectasia Mutated (ATM) kinase deficiency results in cancer susceptibility and drug hypersensitivity. Deficiency in either the BRCA1 interacting A complex or XRCC4/Ligase 4 confers resistance to Topoisomerase I or PARP1 inhibitors in ATM-deficient cells. This suggests that BRCA1-A directs toxicity to fork-damaging agents in ATM mutated cells via illegitimate end-joining. Here, we show that ATM inhibition triggers combined SUMO and ubiquitin mediated BRCA1-A damaged fork recognition to restrict end-resection and cause Topoisomerase I inhibitor hypersensitivity. BRCA1-A deficient cells display elevated chromatin accessibility and nuclease activity at damaged forks, coupled with restored resection and drug resistance. Electron microscopy evidence demonstrates that ATM inhibition prevents replication fork reversal, which is restored by BRCA1-A loss to generate substrates for end resection. These findings reveal that BRCA1-A enforces a restrictive chromatin state to suppress the genesis of resection substrates, implicating fork reversal as a key determinant of chemotherapy response in ATM deficient cells.",nature_html,,BRCA1-A 复合物限制 ATM 缺陷细胞中复制叉逆转依赖性 DNA 修复,共济失调毛细血管扩张突变 (ATM) 激酶缺陷会导致癌症易感性和药物过敏。 BRCA1 相互作用 A 复合物或 XRCC4/连接酶 4 的缺陷会导致 ATM 缺陷细胞对拓扑异构酶 I 或 PARP1 抑制剂产生耐药性。这表明 BRCA1-A 通过非法末端连接对 ATM 突变细胞中的叉损伤剂产生毒性。在这里，我们表明，ATM 抑制会触发 SUMO 和泛素介导的 BRCA1-A 受损叉识别相结合，以限制末端切除并引起拓扑异构酶 I 抑制剂超敏反应。 BRCA1-A 缺陷细胞在受损叉处显示出更高的染色质可及性和核酸酶活性，同时恢复了切除和耐药性。电子显微镜证据表明，ATM 抑制可防止复制叉逆转，而 BRCA1-A 丢失可恢复复制叉逆转，从而生成用于末端切除的底物。这些发现表明，BRCA1-A 强制限制性染色质状态来抑制切除底物的发生，表明叉逆转是 ATM 缺陷细胞化疗反应的关键决定因素。,,ce5d9e8740dd46e0
Ampere-Level Acetylene-to-Ethylene Electrosynthesis by a Spillover-Storage-Relaxation Hydrogenation Mechanism to Overcome the Activity-Selectivity Constraint,https://pubs.acs.org/doi/10.1021/jacs.6c04407,,Journal of the American Chemical Society: Latest Articles (ACS Publications),2026-07-04 00:00:00+00:00,10.1021/jacs.6c04407,Bin Zhang,,"The scaling relationship between the activity and selectivity of electrocatalytic hydrogenation reactions (EHRs) is caused by severe hydrogen evolution reactions and overhydrogenation because of the inevitable blocking of active sites through excessive adsorbed hydrogen (*H) at high current density. Herein, a spillover–storage–relaxation hydrogenation mechanism is proposed to overcome the scaling relationship. By employing acetylene (C 2 H 2 ) to ethylene (C 2 H 4 ) conversion as an example, Cu-supported atomically dispersed WO x (WO x /Cu), with abundant interfacial *H-formation Cu and *H-reservoir WO x sites, is theoretically predicted and experimentally proven to be a promising catalyst. Consequently, WO x /Cu is synthesized and demonstrates a C 2 H 4 partial current density of ∼1.43 A cm –2, with a C 2 H 4 Faradaic efficiency higher than 95%. The *H transfer from Cu to WO x not only frees sites for C 2 H 2 adsorption but also reserves a hydrogen source for subsequent hydrogenation. Additionally, such a mechanism is suitable for Mo(W)O x /Cu(Ag) in other EHRs.",openalex,,通过溢出-储存-弛豫氢化机制实现安培级乙炔制乙烯电合成克服活性选择性约束,电催化氢化反应（EHR）的活性和选择性之间的比例关系是由严重的析氢反应和过度氢化引起的，因为高电流密度下过量吸附的氢（*H）不可避免地会阻塞活性位点。在此，提出了溢出-存储-弛豫氢化机制来克服缩放关系。以乙炔（C 2 H 2 ）转化为乙烯（C 2 H 4 ）为例，理论上预测和实验证明，Cu负载原子分散WO x (WO x /Cu)具有丰富的界面*H形成Cu和*H储WO x位点，是一种有前景的催化剂。因此，合成了WO x /Cu，其C 2 H 4 部分电流密度约为1.43 A cm –2，C 2 H 4 法拉第效率高于95%。从Cu到WO x 的*H转移不仅释放了C 2 H 2 吸附位点，而且为后续加氢保留了氢源。此外，这种机制适用于其他 EHR 中的 Mo(W)O x /Cu(Ag)。,,79fa01b028b05eac
Deciphering the Halide Chemistry of Cl – and Br – in Enhancing Kinetics of Mg Plating/Stripping,https://pubs.acs.org/doi/10.1021/jacs.6c05735,,Journal of the American Chemical Society: Latest Articles (ACS Publications),2026-07-04 00:00:00+00:00,10.1021/jacs.6c05735,Fusheng Pan,,"In promising rechargeable magnesium batteries (RMBs), while empirical Cl- addition to boron-based electrolytes optimizes Mg2+ solvation structure and desolvation process, the scarcity of comparative halide anion studies has hindered the development of a systematic halide chemistry theory for electrolyte design. Br- offers moderate solubility and mass efficiency comparable to Cl-, superior to F- and I-, positioning it as an ideal platform to decouple the effects of halide identity on reaction kinetics, bridging a critical gap in fundamental mechanistic insights. Herein, leveraging the magnesium phenyl fluoroborate complex (MPFBC) electrolyte, we systematically synthesize MPFBC-Cl, MPFBC-Br, and the control electrolytes to elucidate how Cl- and Br- influence Mg plating/stripping kinetics from the bulk electrolyte to the interface. Specifically, the lower charge density and larger ionic radius of Br- compared with Cl- weaken Coulombic interactions with Mg2+, thereby facilitating ionic cluster dissociation and boosting bulk conductivity. The higher polarizability and chemical softness of Br- relative to Cl- drive stronger specific adsorption at the Mg interface, thereby reconstructing the inner Helmholtz plane and reducing the nucleation overpotential. Furthermore, Br- promotes the formation of Mg-Br species in the SEI, which accelerates Mg2+ transport across the interface. Benefiting from multiscale modification, the Mg|MPFBC-Br|Mg cell demonstrates improved Mg plating/stripping kinetics, evidenced by a low overpotential (<220 mV) and stable cycling for 1000 h at 1.0 mA cm-2, outperforming MPFBC-Cl and most conventional electrolyte systems. This study unveils the halide chemistry of Br- in accelerating Mg plating/stripping kinetics, offering critical insights toward the rational electrolyte design for next-generation RMBs.",pubmed,,破译 Cl - 和 Br - 的卤化物化学以增强 Mg 电镀/剥离动力学,在有前景的可充电镁电池（RMB）中，虽然经验性地将Cl-添加到硼基电解质中可以优化Mg2+溶剂化结构和去溶剂化过程，但比较卤化物阴离子研究的缺乏阻碍了用于电解质设计的系统卤化物化学理论的发展。 Br- 具有与 Cl- 相当的中等溶解度和质量效率，优于 F- 和 I-，将其定位为解耦卤化物特性对反应动力学影响的理想平台，从而弥合了基本机理见解的关键差距。在此，利用苯基氟硼酸镁复合物（MPFBC）电解质，我们系统地合成了 MPFBC-Cl、MPFBC-Br 和对照电解质，以阐明 Cl- 和 Br- 如何影响从本体电解质到界面的 Mg 电镀/剥离动力学。具体而言，与 Cl- 相比，Br- 的电荷密度较低，离子半径较大，削弱了与 Mg2+ 的库仑相互作用，从而促进离子簇解离并提高体电导率。 Br-相对于Cl-具有更高的极化性和化学柔软性，驱动Mg界面处更强的特异性吸附，从而重建内亥姆霍兹平面并降低成核过电势。此外，Br- 促进 SEI 中 Mg-Br 物质的形成，从而加速 Mg2+ 穿过界面的传输。受益于多尺度修饰，Mg|MPFBC-Br|Mg 电池表现出改善的 Mg 电镀/剥离动力学，其证据是低过电势 (<220 mV) 和在 1.0 mA cm-2 下稳定循环 1000 小时，,,b5cab09dcaf24d0b
Atomic-Scale Insights into the FeO-Mediated Oxide Growth during Iron Oxidation,https://pubs.acs.org/doi/10.1021/jacs.6c11029,,Journal of the American Chemical Society: Latest Articles (ACS Publications),2026-07-04 00:00:00+00:00,10.1021/jacs.6c11029,Yong Wang,,"Iron (Fe) oxidation represents a prototypical system for understanding gas–solid reactions, directly impacting corrosion science, heterogeneous catalysis, and oxide-heterostructure design. Although the oxide configurations and oxidation pathways have been extensively documented, the atomic-scale structural dynamics that couple gas-surface reactions to solid-state phase transitions remain limited. Here, using in situ atomic-resolution environmental scanning transmission electron microscopy (ESTEM), we prepare atomically flat metal α-Fe(001) surfaces via thermal annealing and reveal a fundamentally different oxidation pathway from Fe to Fe 3 O 4 during cooling under the ESTEM base vacuum. We demonstrate that metastable FeO plays a dynamically sustained role in two intermediate states. First, FeO nucleates on Fe(001) as distinct nanoscale islands below 300 °C, exhibiting a truncated square-pyramidal morphology. Second, FeO is retained as capping layers on the oxide during the transformation of the inner FeO into Fe 3 O 4, creating an inverted phase hierarchy (FeO/Fe 3 O 4 /Fe). The FeO layers provide an active pathway for Fe diffusion, with their growth and transition dominating the subsequent oxide expansion. Despite the distinct growth behaviors of FeO on the (001) and {111} surfaces of oxide, their phase transitions are driven by a common basic unit. Structurally, the FeO-to-Fe 3 O 4 transition is achieved via the translocation of octahedral Fe to tetrahedral sites, accompanied by outward diffusion. This work unveils the atomic-scale dynamics governing the coupled surface and interfacial reactions during the Fe oxidation via an island growth mode and establishes a new paradigm for understanding the unconventional oxide configurations in multilayer oxide-forming metals.",openalex,,铁氧化过程中 Fe3O 介导的氧化物生长的原子尺度洞察,铁 (Fe) 氧化代表了理解气固反应的原型系统，直接影响腐蚀科学、多相催化和氧化物异质结构设计。尽管氧化物构型和氧化途径已被广泛记录，但将气体表面反应与固态相变耦合的原子尺度结构动力学仍然有限。在这里，我们使用原位原子分辨率环境扫描透射电子显微镜 (ESTEM)，通过热退火制备原子级平坦的金属 α-Fe(001) 表面，并揭示了在 ESTEM 基础真空下冷却过程中从 Fe 到 Fe 3 O 4 的根本不同的氧化途径。我们证明亚稳态 Fe3O 在两种中间状态下发挥着动态持续的作用。首先，FeO 在低于 300 °C 的温度下在 Fe(001) 上成核，形成独特的纳米级岛，表现出截角锥体形貌。其次，在内部 FeO 转变为 Fe 3 O 4 的过程中，FeO 作为覆盖层保留在氧化物上，从而形成倒置的相层次结构 (FeO/Fe 3 O 4 /Fe)。 FeO 层为 Fe 扩散提供了一条活跃的途径，它们的生长和转变主导了随后的氧化物膨胀​​。尽管 FeO 在氧化物的 (001) 和 {111} 表面上具有不同的生长行为，但它们的相变是由共同的基本单元驱动的。在结构上，FeO 到 Fe 3 O 4 的转变是通过八面体 Fe 易位到四面体位点并伴随向外扩散来实现的。这项工作揭示了控制耦合表面的原子尺度动力学,,f36bc89f56b0783b
Intrinsic Stabilization of High-Order Van Hove Singularity in 2D Rashba Superconductor,https://pubs.acs.org/doi/10.1021/jacs.6c08452,,Journal of the American Chemical Society: Latest Articles (ACS Publications),2026-07-04 00:00:00+00:00,10.1021/jacs.6c08452,Alexander A. Saranin,,"Electronic correlations in two-dimensional (2D) systems are strongly governed by Van Hove singularities, which generate divergences in the density of states and enhance correlation effects. Although high-order Van Hove singularities (HOVHSs) are typically associated with engineered band structures that require external tuning, their intrinsic emergence in realistic crystalline materials remains largely unexplored. We report on an interface-driven mechanism that intrinsically stabilizes a type-II HOVHS (emerged at nonregular points of the Brillouin zone) in an atomically thin Pb monolayer epitaxially grown on Si(111). Combining angle-resolved photoemission spectroscopy, scanning tunneling spectroscopy, and state-of-the-art ab initio calculations, we demonstrated that the HOVHS forms in close proximity to the Fermi level within Rashba-split surface states and produces a pronounced power-law divergence of the density of states exceeding that of conventional saddle points. We show that HOVHS arises without any external control and is stabilized by strong spin–orbit coupling and orbital hybridization at the Pb/Si interface. Our results establish an interface-driven mechanism for generating HOVHSs in spin–orbit coupled two-dimensional superconductors.",openalex,,二维 Rashba 超导体中高阶范霍夫奇点的本征稳定性,二维 (2D) 系统中的电子相关性受到范霍夫奇点的强烈控制，范霍夫奇点会产生态密度发散并增强相关效应。尽管高阶范霍夫奇点（HOVHS）通常与需要外部调谐的工程能带结构相关，但它们在现实晶体材料中的内在出现在很大程度上仍未被探索。我们报告了一种界面驱动机制，该机制本质上稳定了在 Si(111) 上外延生长的原子薄 Pb 单层中的 II 型 HOVHS（出现在布里渊区的不规则点）。结合角度分辨光电子能谱、扫描隧道光谱和最先进的从头计算，我们证明了 HOVHS 形成于拉什巴分裂表面态内的费米能级附近，并产生超过传统鞍点的明显的态密度幂律发散。我们证明 HOVHS 的产生无需任何外部控制，并且通过 Pb/Si 界面处的强自旋轨道耦合和轨道杂化而稳定。我们的结果建立了一种界面驱动机制，用于在自旋轨道耦合二维超导体中生成 HOVHS。,,5ea79d02d38dacaf
Statistical AI Enables Precise Screening of Multielement Catalysts,https://pubs.acs.org/doi/10.1021/jacs.6c01781,,Journal of the American Chemical Society: Latest Articles (ACS Publications),2026-07-04 00:00:00+00:00,10.1021/jacs.6c01781,Jianjun Liu,,"The disparity between the complex structures of synthesized materials and their simplified computational models leads to deviations between theoretically calculated and experimental performance. To narrow this gap, we introduce the statistical descriptor φ, which is defined as the proportion of high-activity configurations in a given element combination. By considering the activity distribution of multiple structures rather than relying on a single model structure, φ can more accurately quantify macroscopic catalytic activity. Using the Seq-Equiformer model, a graph neural network we developed by augmenting EquiformerV2 with LSTM to capture dynamic structural changes during oxygen evolution reaction, we predict overpotentials for 250 million structures of 3d transition metal doped CoOOH. Based on these predictions, the value of φ for each element combination is calculated, and six optimal dopant combinations with the highest φ values are determined. For the leading MnFeNiCu combination, Bayesian optimization-driven AI experiments further optimize the elemental ratios. After only 40 experimental iterations, exploring 0.44% of the search space, the catalyst Mn0.07Fe0.09Ni0.14Cu0.01Co0.69OOH is identified, delivering an overpotential of 246.5 mV at 100 mA cm-2 and retaining 98.5% activity over 1000 h at 1 A cm-2. In validation, the statistical descriptor achieves 80% accuracy in identifying the top catalysts, a 30% improvement over single-structure screening, which evaluates the element combination based on the best configuration. The integration of statistical modeling, machine learning, and autonomous experimentation offers a powerful strategy to accelerate catalyst discovery and enhance prediction accuracy.",pubmed,,统计人工智能实现多元素催化剂的精确筛选,合成材料的复杂结构与其简化的计算模型之间的差异导致理论计算和实验性能之间的偏差。为了缩小这一差距，我们引入了统计描述符 φ，它被定义为给定元素组合中高活性配置的比例。通过考虑多个结构的活性分布而不是依赖于单一模型结构，φ可以更准确地量化宏观催化活性。使用 Seq-Equiformer 模型（我们通过使用 LSTM 增强 EquiformerV2 来捕获析氧反应过程中的动态结构变化而开发的图神经网络），我们预测了 3d 过渡金属掺杂 CoOOH 的 2.5 亿个结构的超电势。基于这些预测，计算每个元素组合的 φ 值，并确定具有最高 φ 值的六种最佳掺杂剂组合。对于领先的 MnFeNiCu 组合，贝叶斯优化驱动的 AI 实验进一步优化了元素比例。仅经过 40 次实验迭代，探索了 0.44% 的搜索空间，就确定了催化剂 Mn0.07Fe0.09Ni0.14Cu0.01Co0.69OOH，在 100 mA cm-2 下提供 246.5 mV 的过电势，并在 1 A cm-2 下在 1000 小时内保持 98.5% 的活性。在验证中，统计描述符在识别顶级催化剂方面达到了 80% 的准确率，比基于最佳配置评估元素组合的单结构筛选提高了 30%。统计建模、机器学习的集成,,0082024b0a48fe14
Spectrally selective c-Si agrivoltaic modules: Evaluating a new approach,https://www.sciencedirect.com/science/article/pii/S0306261926009207?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-04 00:00:00+00:00,,Timothy W. Schmidt,,,,,光谱选择性 c-Si 农用光伏模块：评估新方法,,,de40a95aa9a31bab
Prediction of high-frequency resistance for automotive PEMFC stacks using a Bayesian-optimized LSTM-XGBoost fusion model,https://www.sciencedirect.com/science/article/pii/S030626192600872X?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-04 00:00:00+00:00,,Zixuan Cheng,,,,,使用贝叶斯优化的 LSTM-XGBoost 融合模型预测汽车 PEMFC 堆栈的高频电阻,,,9f66c8a229a21144
Steady-state dynamics of an offshore hybrid wind-wave energy conversion system,https://www.sciencedirect.com/science/article/pii/S0306261926008810?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-04 00:00:00+00:00,,Feifei Cao,,,,,海上混合风浪能转换系统的稳态动力学,,,c8dc78daeefa1a87
Dynamic degradation mechanisms of PEM water electrolysis membrane electrode assembly under multiple operating conditions,https://www.sciencedirect.com/science/article/pii/S0306261926008755?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-04 00:00:00+00:00,,Depeng Kong,,,,,多工况下质子交换膜水电解膜电极组件的动态降解机理,,,2c2fad91236b6aff
