title,link,published,source,pub_date,doi,last_author,last_author_source,abstract,abstract_source,must_have_abstract,title_zh,abstract_zh,categories,stable_id
YBX1 Confers immunosuppressive bone metastatic traits in non-small cell lung cancer,https://www.nature.com/articles/s41467-026-73931-2,,Biological sciences : Nature Communications subject feeds,2026-06-13 00:00:00+00:00,,Jing Chen,,"The spread of lung cancer to bone is a devastating complication often linked to resistance against immunotherapy, but the reasons for this connection are poorly understood. Here we show that the transcription factor YBX1 acts as a central regulator driving both bone metastasis and the formation of an immunosuppressive environment in non-small cell lung cancer (NSCLC). YBX1 achieves this by activating distinct signaling pathways (IL6 and CCL5, respectively). Mechanistically, YBX1 protein levels are controlled by glycosylation that marks it for autophagic degradation inside cells. Notably, reduced YBX1 glycosylation was observed in highly bone-metastatic NSCLC cells. Importantly, we identified a drug candidate, Icaritin, which boosts this sugar-modification, leading to YBX1 degradation. This dual action inhibits bone metastasis and re-sensitizes tumors to immune attack. Our work reveals YBX1 as a promising single target for combating bone spread and overcoming immunotherapy resistance.",nature_html,,YBX1 赋予非小细胞肺癌免疫抑制骨转移特征,肺癌向骨骼的扩散是一种毁灭性的并发症，通常与免疫疗法的耐药性有关，但人们对这种联系的原因知之甚少。在这里，我们发现转录因子 YBX1 在非小细胞肺癌 (NSCLC) 中充当驱动骨转移和免疫抑制环境形成的中央调节因子。 YBX1 通过激活不同的信号通路（分别为 IL6 和 CCL5）来实现这一目标。从机制上讲，YBX1 蛋白水平受糖基化控制，糖基化标志着细胞内的自噬降解。值得注意的是，在高度骨转移的 NSCLC 细胞中观察到 YBX1 糖基化降低。重要的是，我们确定了一种候选药物淫羊藿素，它可以促进这种糖修饰，从而导致 YBX1 降解。这种双重作用可以抑制骨转移并使肿瘤对免疫攻击重新敏感。我们的工作揭示了 YBX1 作为对抗骨扩散和克服免疫治疗耐药性的有前途的单一靶点。,,d48cc1eabceca4e3
Crop fields complement biodiversity in permanent grasslands across European landscapes,https://www.nature.com/articles/s41467-026-74356-7,,Biological sciences : Nature Communications subject feeds,2026-06-13 00:00:00+00:00,,Erik Öckinger,,"Temperate agricultural landscapes are experiencing unprecedented biodiversity declines. Landscape simplification is commonly identified as a driver of species loss across taxonomic groups, but the contribution of crop and non-crop habitats to farmland biodiversity conservation is surprisingly poorly known. Using 86 paired permanent grasslands and oilseed rape fields in five European countries, we assess how habitat type shaped plant, butterfly, wild bee, and carabid assemblages and whether increasing grassland amount in surrounding landscapes fosters the spillover of grassland-associated biodiversity to oilseed rape fields. We find habitat type rather than landscape-level grassland amount determines diversity and shapes species assemblages: plants and butterflies are more diverse in grasslands, while wild bees and carabids are equally or more diverse in oilseed rape fields. Increasing landscape-level grassland amount affects species assemblage composition but only reduces turnover between habitats in wild bees. Overall, both grasslands and oilseed rape fields harbour distinct sets of species, together contributing complementarily to regional diversity. Safeguarding biodiversity in agricultural landscapes therefore requires not only the conservation of permanent semi-natural habitats but also biodiversity-friendly management of disturbed habitats such as crop fields that can contribute valuable species.",nature_html,,农田补充了欧洲景观中永久草原的生物多样性,温带农业景观正在经历前所未有的生物多样性下降。景观简化通常被认为是跨分类群物种丧失的驱动因素，但作物和非作物栖息地对农田生物多样性保护的贡献却鲜为人知。我们利用五个欧洲国家的 86 个配对的永久草原和油菜田，评估了栖息地类型如何塑造植物、蝴蝶、野蜂和步甲动物组合，以及周围景观中草原数量的增加是否会促进与草原相关的生物多样性向油菜田的溢出。我们发现栖息地类型而不是景观水平的草地数量决定了多样性并塑造了物种组合：草地上的植物和蝴蝶更加多样化，而油菜田中的野生蜜蜂和步甲动物同样或更多样化。景观水平草地数量的增加会影响物种组合的组成，但只会减少野生蜜蜂栖息地之间的更替。总体而言，草原和油菜田都拥有不同的物种，共同为区域多样性做出了互补的贡献。因此，保护​​农业景观的生物多样性不仅需要保护永久的半自然栖息地，还需要对受干扰的栖息地（例如可以贡献宝贵物种的农田）进行生物多样性友好型管理。,,b5aa4ca87a2fb353
Spatial cellular order underlies locally-confined mechanisms of immune resistance in oropharyngeal cancer,https://www.nature.com/articles/s41467-026-74318-z,,Biological sciences : Nature Communications subject feeds,2026-06-13 00:00:00+00:00,,Charalampos S. Floudas,,"Oropharyngeal squamous cell carcinomas (OPSCCs) frequently result from oncogenic human papilloma virus (HPV) infections (HPV-OPSCC). The mechanisms underlying effective immune escape, despite abundant viral antigens, are incompletely understood. Here, we performed single-cell spatial gene expression profiling of HPV-OPSCC to characterize cellular organization and mechanisms of immune resistance. We describe distinct tumor-parenchymal immune foci that differ in cytokine expression, spatial location, immune cell infiltration and cancer cell states. Furthermore, immune foci display profound differences related to co-inhibitory receptor signaling and immunosuppressive myeloid cells, suggesting that different tumor-parenchymal regions may be dominated by distinct, locally-confined mechanisms of immunosuppression. Additionally, senescent-like HPV-OPSCC cells lacking HPV transcripts (HPVoff) are evident across the tumor parenchyma and able to evade HPV-specific T cell-mediated immunity in vitro. HPVoff cells are enriched within hypoxic regions and near IFN-γ producing T cells suggesting that both hypoxia and IFN-γ signaling can promote the HPVoff phenotype. In conclusion, our findings highlight a complex cellular interplay underlying heterogeneous cancer cell states, spatial immune cell organization, and diverse mechanisms of immune escape.",nature_html,,空间细胞秩序是口咽癌局部免疫抵抗机制的基础,口咽鳞状细胞癌 (OPSCC) 经常由致癌人乳头瘤病毒 (HPV) 感染 (HPV-OPSCC) 引起。尽管病毒抗原丰富，但有效免疫逃逸的机制尚不完全清楚。在这里，我们对 HPV-OPSCC 进行了单细胞空间基因表达谱分析，以表征细胞组织和免疫抵抗机制。我们描述了不同的肿瘤实质免疫灶，它们在细胞因子表达、空间位置、免疫细胞浸润和癌细胞状态方面有所不同。此外，免疫灶表现出与共抑制受体信号传导和免疫抑制骨髓细胞相关的深刻差异，表明不同的肿瘤实质区域可能受不同的、局部限制的免疫抑制机制支配。此外，缺乏 HPV 转录物 (HPVoff) 的衰老样 HPV-OPSCC 细胞在肿瘤实质中很明显，并且能够在体外逃避 HPV 特异性 T 细胞介导的免疫。 HPVoff 细胞在缺氧区域和产生 IFN-γ 的 T 细胞附近富集，表明缺氧和 IFN-γ 信号传导均可促进 HPVoff 表型。总之，我们的研究结果强调了异质癌细胞状态、空间免疫细胞组织和多种免疫逃逸机制背后的复杂细胞相互作用。,,e119736e30dc126c
Synthesis of functionalized hydrosilanes via titanium-catalyzed hydroboration and hydrogenation of C(sp3)–Si bonds in silacyclobutanes,https://www.nature.com/articles/s41467-026-74224-4,,Physical sciences : Nature Communications subject feeds,2026-06-13 00:00:00+00:00,,Lipeng Wu,,"The design and synthesis of molecules featuring both boron and silicon moieties hold significant promise for delivering unique reactivity patterns and material properties. Herein, a titanium-catalyzed selective hydroboration of the C(sp3)–Si bonds in silacyclobutanes for the synthesis of boryl-functionalized hydrosilanes is developed. Our protocol accommodates a broad range of structurally distinct silacyclobutanes, affording a diverse library of boryl-functionalized hydrosilanes (R2B~link~Si–H). The free Si–H and boryl functional groups allow for their seamless integration into synthetic chemistry and many other research areas. The facile synthesis of sila-substituted drug molecules via our strategy is also demonstrated. Furthermore, our methodology is successfully extended to the hydrogenation of the C(sp3)–Si bond using H2 gas, offering a general route to synthesize a broad spectrum of heteroleptic-substituted hydrosilanes, including their deuterated derivatives. Mechanistic investigations, complemented by DFT calculations, reveal an unusual two-electron process at the titanium metal center. The essence of the selective activation of C(sp3)–Si bonds over C(sp2)–Si in silacyclobutanes by titanium catalyst is elucidated.",nature_html,,通过钛催化硼氢化和硅杂环丁烷中 C(sp3)-Si 键氢化合成功能化氢硅烷,具有硼和硅部分的分子的设计和合成对于提供独特的反应模式和材料特性具有重要的前景。在此，开发了一种钛催化硅杂环丁烷中 C(sp3)-Si 键的选择性硼氢化反应，用于合成硼基官能化氢硅烷。我们的方案适用于各种结构不同的硅杂环丁烷，提供了多样化的硼基官能化氢硅烷 (R2B~link~Si–H) 库。游离的 Si-H 和硼基官能团使其能够无缝集成到合成化学和许多其他研究领域。还证明了通过我们的策略可以轻松合成硅取代的药物分子。此外，我们的方法成功扩展到使用氢气进行C(sp3)-Si键的氢化，提供了合成广谱杂配取代氢硅烷（包括其氘化衍生物）的通用途径。机械研究，辅以 DFT 计算，揭示了钛金属中心不寻常的双电子过程。阐明了钛催化剂选择性活化硅杂环丁烷中 C(sp3)-Si 键而不是 C(sp2)-Si 键的本质。,,cea52c0c4ecf7e4d
Urban energy and three-dimensional mobility integration for eVTOL scale-up,https://www.sciencedirect.com/science/article/pii/S0306261926008809?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-13 00:00:00+00:00,,Hongxun Hui,,,,,用于 eVTOL 规模化的城市能源和三维移动集成,,,5522ca92e5ecc0b9
PMDS-UNet: A novel approach for precise segmentation of distributed photovoltaics in high-resolution remote sensing imagery,https://www.sciencedirect.com/science/article/pii/S0306261926008834?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-13 00:00:00+00:00,,Mengjun Chen,,,,,PMDS-UNet：一种在高分辨率遥感图像中精确分割分布式光伏的新方法,,,20514802f553eed6
Proactive mitigation of voltage volatility via topological flexibility in park-level distribution networks,https://www.sciencedirect.com/science/article/pii/S0306261926008020?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-13 00:00:00+00:00,,Hongjie Jia,,,,,通过园区级配电网络的拓扑灵活性主动缓解电压波动,,,7555a1f89305348e
Pareto-optimal pathways to sustainable energy systems,https://www.sciencedirect.com/science/article/pii/S0306261926008299?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-13 00:00:00+00:00,,Herbert Palm,,,,,可持续能源系统的帕累托最优路径,,,c0e01962d5efb790
Hosting capacity of AI training data centers with PEM support: A two-level optimization approach,https://www.sciencedirect.com/science/article/pii/S0306261926008858?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-13 00:00:00+00:00,,Ehab F. El-Saadany,,,,,PEM 支持下的 AI 训练数据中心的托管容量：两级优化方法,,,2fa321a0e7154cb4
"System-level integration of bioconversion and catalytic reforming pathways for sustainable production of biodiesel, hydrogen, and ammonia from lignocellulosic biomass",https://www.sciencedirect.com/science/article/pii/S0306261926008433?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-13 00:00:00+00:00,,Soonho Hwangbo,,,,,生物转化和催化重整途径的系统级集成，用于从木质纤维素生物质可持续生产生物柴油、氢气和氨,,,9baf4d799a290a4b
