title,link,source,published_str,pub_date,doi,last_author,abstract,abstract_source,must_have_abstract
High-resolution simulation and modeling of tropical-cyclone induced power outages in the United States,https://www.sciencedirect.com/science/article/pii/S0306261926011670?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-08-19 00:00:00 UTC,2026-08-19 00:00:00+00:00,10.1016/j.apenergy.2026.128511,Ning Lin,"Storm driven power outages impose large and uneven costs on communities, yet operational outage prediction models remain constrained by available datasets. Existing approaches either provide high resolution forecasts for a small number of utilities with internal outage records, or operate across broad regions with insufficient resolution for local planning. We address this gap by first assembling a new sub-kilometer scale multi-utility outage dataset that combines scraped outage records across nine states and ten utility service territories with county-level customers affected data. Based on this new dataset we then develop a topologically informed statistical framework to estimate outage rates and the number of customers affected based on gridded wind, precipitation, and storm surge fields, distribution line exposure, undergrounding, and social vulnerability characteristics. On held-out storms, the framework outperformed existing outage models for the contiguous United States (CONUS). Using the trained model, we reconstruct a decade of tropical cyclone driven outages for 53 events on a uniform high resolution sub-kilometer scale grid. Analyses of this dataset reveal that counties with higher social vulnerability suffer systematically higher outage rates compared to less vulnerable counties exposed to similar wind speeds, partially because counties with the highest levels of social vulnerability are most likely to have high levels of overhead exposure compared to the least vulnerable communities.",openalex,0
The HydroGym reinforcement learning platform for fluid dynamics,https://www.nature.com/articles/s41586-026-10917-6,Nature,2026-08-19 00:00:00 UTC,2026-08-19 00:00:00+00:00,10.1038/s41586-026-10917-6,Steven L. Brunton,"Effective control of fluid flows is critical across transportation, energy and medicine, where it can increase lift, reduce drag, enhance mixing and attenuate noise1-3. Yet fluids are notoriously difficult to control because they involve high-dimensional, nonlinear and multiscale dynamics that resist conventional approaches4-6. Reinforcement learning has driven remarkable progress in fields such as protein folding and complex games, which have shared benchmarks and standardized environments7-10. Fluid dynamics has lacked such infrastructure, so each controller is typically tuned to a single geometry and operating condition, making progress difficult to accumulate, transfer and compare11-13. Here we introduce HydroGym, a solver-independent reinforcement learning platform providing more than 60 validated, openly available flow control environments spanning from canonical laminar flows to complex turbulent flows, with systematic progression in the Reynolds number up to Re = 4 × 105, and Mach number variations in two and three dimensions. Across these environments, agents repeatedly discover robust control principles, including boundary layer manipulation, disruption of acoustic feedback and reorganization of turbulent wakes. Critically, we demonstrate a proof of concept for zero-shot transfer, in which agents that are trained exclusively in inexpensive surrogate environments are deployed to challenging real-world scenarios such as a three-dimensional wing section. We achieve a 38% reduction in local skin friction while reducing exploration costs by four orders of magnitude compared with direct on-wing optimization. As this transfer exploits shared near-wall physics, the breadth of generalization remains open, suggesting a new pathway for research toward policy generalization across computationally prohibitive simulation environments. By offering a common, extensible foundation for reproducible research, HydroGym moves flow control from isolated case studies toward a cohesive community effort.",pubmed,0
Multiyear tropical warm pool warming drives slowdown in Antarctic mass loss,https://www.nature.com/articles/s41586-026-10912-x,Nature,2026-08-19 00:00:00 UTC,2026-08-19 00:00:00+00:00,10.1038/s41586-026-10912-x,Eric J. Steig,"Abstract
                  
                    Antarctic mass loss has been a major contributor to global sea-level rise for most of the last few decades, mainly driven by West Antarctica
                    1
                    . During 2021–2023, however, a sharp increase in surface mass balance over Queen Mary Land and Wilkes Land in East Antarctica offset West Antarctic loss and slowed the rate of total ice mass loss
                    2,3
                    . Although this slowdown is consistent with the expected long-term precipitation response to global warming through poleward-shifted storm tracks and Antarctic moistening
                    4
                    , our results point to a different mechanism. Here we show that the recent ice mass gain was linked to a recurrent atmospheric teleconnection driven by sea surface temperature anomalies in the tropical warm pool, which experienced unusually persistent warming from 2021 to 2023 relative to the previous two decades. On the basis of observations and model experiments, we find that tropical warm pool warming excites a poleward-propagating Rossby-wave train that induces a high-pressure anomaly over East Antarctica, enhancing Queen Mary Land and Wilkes Land precipitation and driving the observed mass gain, with moisture primarily sourced from the mid-latitude Indian Ocean. Similar multiyear warming in the tropical warm pool recurs about once per decade in observations and historical simulations, and its influence on precipitation is distinct from the effects of global warming. Therefore, the recent Antarctic Ice Sheet mass gain is probably temporary and does not yet reflect a sustained, global-warming-driven moistening of Antarctica.",crossref,0
Human brain organoids record the passage of time over multiple years,https://www.nature.com/articles/s41586-026-10877-x,Nature,2026-08-19 00:00:00 UTC,2026-08-19 00:00:00+00:00,10.1038/s41586-026-10877-x,Paola Arlotta,"The human brain develops and matures over an exceptionally prolonged period of time that spans nearly two decades of life. Processes that govern species-specific aspects of human postnatal brain development are difficult to study in animal models1. While human brain organoids offer a promising in vitro model, they have thus far been shown to largely mimic early stages of brain development. Here we develop human brain organoids for 5 years in culture, optimizing growth conditions to extend excitatory neuron viability beyond previous limits. Using maturation-associated modules derived from endogenous human brain, we show that brain organoids transcriptionally age with cell type specificity over years in culture. Whole-genome methylation profiling reveals that the predicted epigenomic age of organoids correlates precisely with time spent in vitro, and parallels epigenomic ageing in vivo. Notably, we show that in chimeric organoids generated by mixing neural progenitors of different ages, old progenitors rapidly produce late neuronal fates, skipping the production of earlier neuronal progeny, therefore showing that progenitors that age in organoids retain a memory of the time spent in vitro. The data indicate that human brain organoids can continue to mature and record the passage of time over many years in culture.",pubmed,0
Synthesis of pyrroles from isoxazoles by an O-to-C skeletal edit,https://www.nature.com/articles/s41586-026-10933-6,Nature,2026-08-19 00:00:00 UTC,2026-08-19 00:00:00+00:00,10.1038/s41586-026-10933-6,Mark D. Levin,"Isoxazoles and pyrroles feature prominently in pharmaceutical and bioactive compounds of interest1,2. Although their core structures differ by only a single atom (O versus C), their respective de novo ring assemblies require vastly different syntheses, as the electronically consonant isoxazole core is amenable to a range of disconnections that are inaccessible for the corresponding pyrroles3,4. Given the structural similarity between these two heterocyclic classes, skeletal editing offers an opportunity to meet this need, as it empowers non-traditional retrosynthetic disconnections5. Here we achieve an O-to-C atom replacement of isoxazoles, affording pyrroles in a one-pot sequence. We identify the N-propargylic enaminone as a key intermediate connecting the two heterocycle classes, providing a retrosynthetic disconnection orthogonal to traditional syntheses for otherwise challenging pyrrole scaffolds6. During our investigations, we encountered unexpected enaminone reactivity and developed a predictive computational model capturing the conformational features controlling reaction outcomes7. Regioselective syntheses of elusive pyrroles can be achieved by linking these two heterocycles with an O-to-C replacement reaction.",pubmed,0
Atomic-scale double-slit interferometry with a focused electron probe,https://www.nature.com/articles/s41586-026-10914-9,Nature,2026-08-19 00:00:00 UTC,2026-08-19 00:00:00+00:00,10.1038/s41586-026-10914-9,Naoya Shibata,"Since Young's original work with light1, double-slit interference experiments have been paradigmatic demonstrations of wave-particle duality2-6. They now underpin modern electron, neutron, atom and molecule interferometers, whose fringe visibility and phase encode quantitative information about both the wave and the diffracting object. Extending this to atomic length scales would offer direct, local access to microscopic structure and dynamics, but has remained unexplored. Here we show that double-slit interferometry can be realized at atomic scales inside a crystal. Using scanning transmission electron microscopy (STEM), we demonstrate the generation of interference fringes with a focused electron beam that is delocalized over two adjacent Si [110] atomic columns separated by 1.36 Å. At finite temperature, these two atomic 'slits' vibrate strongly, imprinting their motion on the fringes. The fringes persist from 300 K to 900 K, indicating that only a subset of phonon modes degrades visibility; correlated thermal vibrations between neighbouring atoms preserve coherence that independent motion would otherwise destroy. Quantitative analysis of this preserved visibility provides direct experimental access to vibrational correlations between a pair of atomic columns. These correlations map to the anisotropic stiffness of the specific atomic bond, giving access to the low-energy phonon dynamics that affect thermal transport. By recasting crystals as atomic-scale interferometers, this platform enables direct visualization of local atomic arrangements and their correlated dynamics, opening routes to examine lattice dynamics at the single-bond level.",pubmed,0
Asymmetric prefrontal representations for leader–follower dynamics,https://www.nature.com/articles/s41586-026-10900-1,Nature,2026-08-19 00:00:00 UTC,2026-08-19 00:00:00+00:00,10.1038/s41586-026-10900-1,Herbert Zheng Wu,"Across species, cooperative behaviour is often organized by distinct social roles such as leaders and followers1, yet the neural mechanisms that support these emergent role dynamics remain unclear. Here we introduce a mouse paradigm that captures leader-follower dynamics during cooperation. In this paradigm, stable social roles emerge through reciprocal interaction and predict learning speed. Disrupting the activity of the medial prefrontal cortex (mPFC), particularly in followers, impairs cooperation and induces complementary shifts in how animals weigh self- and partner-related cues during decision-making. Calcium imaging reveals that the mPFC represents leader-follower dynamics and computes an egocentric social value map of the partner's position in a role-dependent manner. By integrating these empirical findings with a multi-agent inverse reinforcement learning framework, we identify latent value functions that guide cooperative decisions and are decodable from mPFC activity. These findings identify prefrontal representations of leader-follower dynamics and partner information, revealing how social roles structure asymmetric yet reciprocal influence over joint decisions.",pubmed,0
Family genetic designs in MoBa provide insights into health and functioning,https://www.nature.com/articles/s41586-026-10926-5,Nature,2026-08-19 00:00:00 UTC,2026-08-19 00:00:00+00:00,10.1038/s41586-026-10926-5,Alexandra Karoline Havdahl,"Abstract
                  
                    Genome-wide association studies using large, population-based samples of unrelated individuals have discovered thousands of genetic associations with health and disease
                    1
                    . These studies can help explain genetic and environmental risks. However, increasing evidence suggests that population-based estimates, while precise, can also reflect confounding that affects their use and interpretation. This confounding can be overcome using data from genotyped family members, such as nuclear mother–father–child trios
                    2,3
                    . However, samples of genotyped families are rare
                    4–11
                    . Here we illustrate some of the advantages of familial data using the Norwegian Mother, Father and Child Cohort Study (MoBa), a population-based cohort of parents and offspring with extensive genotype data (
                    n
                    ≈
                    230,000) (ref. 
                    3
                    ), along with broad and longitudinal phenotyping of health and functioning. We provide an overview of MoBa and describe the quality control of genotype data tailored to this extensively related sample. We then use trio data to illustrate how family-based genomic designs can identify distinct direct and indirect sources of genetic influence and structural confounding. As examples, we analyse children’s height, educational achievement, depressive symptoms and sleep duration. These demonstrations highlight MoBa as a broadly valuable resource for advancing understanding of health and functioning across the lifecourse and generations.",crossref,0
A global atmospheric methane record from a tropical ice core,https://www.nature.com/articles/s41586-026-10938-1,Nature,2026-08-19 00:00:00 UTC,2026-08-19 00:00:00+00:00,10.1038/s41586-026-10938-1,Edward J. Brook,"Abstract
                  
                    Tropical wetlands are widely considered the largest natural source of atmospheric methane (CH
                    4
                    )
                    1–4
                    . However, uncertainties about wetland extent and CH
                    4
                    production have led to large variations in modelled CH
                    4
                    emission trends
                    2,3
                    . Most historical reconstructions rely on data from polar ice cores, which cannot fully resolve the tropical contribution
                    5,6
                    to the CH
                    4
                    budget. Here we present a 2,000-year record of atmospheric CH
                    4
                    concentrations from ice cores drilled from the South Peak summit of Nevado Huascarán (Summit Core A, SCA; −9.122° S, −77.605° W; 6,768 m asl). We find that the trends and magnitudes of our CH
                    4
                    record are broadly consistent with polar records
                    7
                    . Our
                    δ
                    13
                    C-CH
                    4
                    measurements (from approximately 1530 CE to 1999 CE) align with isotope values
                    8
                    consistent with a dominant tropical CH
                    4
                    source. Integration of our record into an atmospheric four-box model suggests a sustained equatorial dominance of CH
                    4
                    source strength over the past two millennia. Our findings indicate that equatorial CH
                    4
                    emissions are higher than previous estimates based only on polar ice core data, supporting the long-standing hypothesis that low-latitude CH
                    4
                    emissions dominated pre-industrial (PI) CH
                    4
                    variability
                    5,6
                    . These results demonstrate the importance of tropical ice cores on the reconstruction of CH
                    4
                    variability and latitudinal distribution.",crossref,0
Increasing CO2 levels fertilize C4 grass production,https://www.nature.com/articles/s41586-026-10935-4,Nature,2026-08-19 00:00:00 UTC,2026-08-19 00:00:00+00:00,10.1038/s41586-026-10935-4,Colin P. Osborne,"Abstract
                  
                    Rising atmospheric CO
                    2
                    concentrations are impacting the global terrestrial biosphere through indirect climate effects and direct effects on plant performance
                    1–3
                    . In tropical forests, long-term monitoring indicates a substantial CO
                    2
                    -driven carbon sink
                    4
                    . C
                    4
                    -grass-dominated tropical and subtropical savannas contribute approximately 30% of terrestrial net primary production
                    5
                    , and yet equivalent long-term analyses of CO
                    2
                    responses are lacking. Here we show a clear and consistent result across a meta-analysis of 70 CO
                    2
                    -addition experiments and 32 years of in situ field observations from southern Africa: CO
                    2
                    fertilization of wild C
                    4
                    grasses is widespread in dry conditions. In experiments, grasses reduced stomatal conductance under higher levels of CO
                    2
                    , limiting water loss while increasing carbon gain. In the field, improved water use efficiency translated into increased C
                    4
                    grass biomass production across three decades of observations. Finally, simulations via the Community Land Model
                    6
                    suggest that CO
                    2
                    fertilization of C
                    4
                    grass aboveground productivity may continue to increase under future conditions. Together, these results challenge the view that C
                    4
                    grasses are unresponsive to increasing levels of CO
                    2
                    , demonstrating instead that annual aboveground production of grasses in the field in southern Africa has increased by 28% over three decades (a CO
                    2
                    -driven increase of 75.1 g m
                    −2
                    (95% confidence interval of 74.5–75.8 g m
                    −2
                    ) or 0.37 tons C ha
                    −1
                    of annual production). Although the fate of this carbon is uncertain (depending on feedbacks with fire, herbivory and woody vegetation), effects on the global carbon cycle may be profound.",crossref,0
