title,link,source,published_str,pub_date,doi,last_author,abstract,abstract_source,must_have_abstract
Compound and heterogeneous relationships between climate extremes and global net migration,https://www.nature.com/articles/s41558-026-02752-4,Nature Climate Change,2026-09-11 00:00:00 UTC,2026-09-11 00:00:00+00:00,10.1038/s41558-026-02752-4,Jacob Schewe,"Abstract
                  Climate extremes are increasingly disrupting livelihoods and shaping patterns of human mobility. Their longer-term and compounding relationships with migration remain understudied, particularly at the subnational scale. In this study, by analysing global subnational net migration data, we show that associations between climate extremes and migration vary by hazard type, timing, consecutive events, income level and pre-existing migration context. Floods are associated with decreased net migration across contexts, with effects lasting several years and appearing stronger in lower-income areas. Droughts, by contrast, show associations with net migration primarily in higher-income settings, with effects generally short-term. Tropical cyclones correspond to decreased net migration primarily in lower-income areas, with effects lasting over several years. For compound exposure, droughts show the clearest patterns, with prolonged exposure linked to reduced migration inflows in population-attracting areas. These results highlight how climate extremes interact with local socioeconomic contexts to shape mobility.",crossref,0
Flash-encapsulated fluorination for circular valorization of fluorine waste streams,https://www.nature.com/articles/s44286-026-00442-8,Nature Chemical Engineering,2026-09-11 00:00:00 UTC,2026-09-11 00:00:00+00:00,10.1038/s44286-026-00442-8,James M. Tour,"Fluorine waste streams pose environmental challenges and containing valuable fluorine resources. Here the authors develop a flash-encapsulated fluorination process that transforms waste fluorine into recyclable silver fluoride reagents, coupling pollutant remediation with fluorochemical production through a rapid circular fluorine utilization pathway.",rss_nature,0
Doping by degradation,https://www.nature.com/articles/s41563-026-02736-x,Nature Materials,2026-09-11 00:00:00 UTC,2026-09-11 00:00:00+00:00,10.1038/s41563-026-02736-x,Yuanyuan Hu,A p-type dopant whose radical anion decomposes after electron transfer can continuously maintain the doping reaction and boost hole densities by orders of magnitude.,rss_nature,0
Consequences of overtones in Raman spectra for assigning nickel anode surface structures as NiO2 during alkaline electrolysis,https://www.nature.com/articles/s41929-026-01613-9,Nature Catalysis,2026-09-11 00:00:00 UTC,2026-09-11 00:00:00+00:00,10.1038/s41929-026-01613-9,Albert K. Engstfeld,"Abstract
                  
                    Ni-based anodes are among the most active and cost-effective oxygen evolution reaction catalysts for alkaline electrolysis. The current mechanistic understanding assumes that the anode surface is terminated by nickel oxohydroxide (NiOOH) under operating conditions. Here, by combining isotope-labelled in situ surface-enhanced Raman spectroscopy measurements with density functional theory-calculated Raman spectra, we elucidate that the catalytically active surface is exclusively terminated by nickel dioxide (NiO
                    2
                    ) instead. Furthermore, bands previously assigned to superoxides are attributed to overtones and combination bands. On the basis of additional measurements on Co- and Mn-based oxides, we suggest that these features predominantly appear in layered materials. Moreover, the observed shifts at varying pH, potentials and electrolyte composition are rationalized by a vibrational Stark effect rather than by changes in the material or adsorbate structure. Finally, the implications for the mechanistic interpretation of the oxygen evolution reaction on Ni-based anodes are discussed on the basis of the revised structural assignment.",crossref,0
Microalgal–bacterial consortia for wastewater treatment,https://www.nature.com/articles/s44359-026-00212-y,Nature Reviews Clean Technology,2026-09-11 00:00:00 UTC,2026-09-11 00:00:00+00:00,10.1038/s44359-026-00212-y,Shaohu Ouyang,Microalgal–bacterial consortium systems can be used to treat wastewater while fixing carbon. This Review describes the basis and effectiveness of these systems.,rss_nature,0
An embroidered sensor for prosthetic monitoring,https://www.nature.com/articles/s41928-026-01718-w,Nature Electronics,2026-09-11 00:00:00 UTC,2026-09-11 00:00:00+00:00,10.1038/s41928-026-01718-w,Matthew Parker,,,0
Divergence between physical and emotional heat resilience in Chinese cities,https://www.nature.com/articles/s41558-026-02732-8,Nature Climate Change,2026-09-11 00:00:00 UTC,2026-09-11 00:00:00+00:00,10.1038/s41558-026-02732-8,Zhiqiang Wu,"Under increasingly frequent urban heatwaves, public emotional responses do not always align with levels of physical heat exposure, but the relationship between the two remains unclear. Here, using social media and meteorological data, we quantify the mismatch between physical heat exposure and public emotional responses from 2010 to 2024 in China, identify its drivers and project this relationship under different shared socioeconomic pathways. The results show that 84.9% of cities suffered high-intensity emotional shocks, substantially exceeding the 52.1% facing severe physical exposure, with underdeveloped regions showing especially prolonged emotional recovery. Physical resilience is mainly driven by socioeconomic and land-cover factors, while emotional resilience is more sensitive to the intensity and characteristics of heat events. The projections indicate that emotional responses declined about 26% faster than physical heat exposure over 2025–2050. The identified mismatch offers a scientific basis for differentiated heat-action planning to address physical and emotional vulnerabilities. Heatwaves threaten both physical and mental health, yet physical heat exposure and emotional responses often diverge. The study shows that 84.9% of Chinese cities experienced severe emotional shocks, compared with 52.1% facing severe heat exposure, driven by socioeconomic and environmental factors.",openalex,0
Lubricants from waste polyvinyl chloride,https://www.nature.com/articles/s44286-026-00447-3,Nature Chemical Engineering,2026-09-14 00:00:00 UTC,2026-09-14 00:00:00+00:00,10.1038/s44286-026-00447-3,Yanfei Zhu,,,0
"Fraud sealed the fate of controversial zoologist Paul Kammerer — 100 years on, his ideas deserve revisiting",https://www.nature.com/articles/d41586-026-02851-4,Nature,2026-09-14 00:00:00 UTC,2026-09-14 00:00:00+00:00,10.1038/d41586-026-02851-4,Max Telford,"After an eventful life in the limelight, the discovery of a manipulated specimen preceded the biologist’s death. Questions about his findings remain.",rss_nature,0
UK universities are on the brink — what is their greatest source of stress?,https://www.nature.com/articles/d41586-026-02608-z,Nature,2026-09-14 00:00:00 UTC,2026-09-14 00:00:00+00:00,10.1038/d41586-026-02608-z,Jack Leeming,Nature asked eight leaders in higher education what they thought about the state of UK institutions. Here’s how they answered.,rss_nature,0
