title,link,source,published_str,pub_date,doi,last_author,abstract,abstract_source,must_have_abstract
Multifunctional Metal–Organic Framework/Alkali-Etched Silicon Carbide Composite for Efficient Strontium Adsorption and Ciprofloxacin Removal,https://pubs.acs.org/doi/10.1021/acsami.6c08717,ACS Applied Materials & Interfaces: Latest Articles (ACS Publications),2026-07-12 00:00:00 UTC,2026-07-12 00:00:00+00:00,10.1021/acsami.6c08717,Haiyan Mou,"With the acceleration of global industrialization, chemical residues of radionuclides and organic pollutants in water bodies have become an increasingly severe issue. This study developed a ternary heterogeneous structural material, ZIF-8@ZIF-67/AE-SiC, which served as a dual-functional material combining both nuclide adsorption and organic pollutant degradation capabilities. Alkali-etched silicon carbide (AE-SiC) was introduced as a functional carrier, combining the confinement effect of ZIF-8 with the redox activity of ZIF-67 to enhance surface activity and mass-transfer efficiency. On the one hand, ZIF-8@ZIF-67/AE-SiC exhibited a maximum theoretical adsorption capacity of 52.07 mg/g for Sr. The adsorption process was well described by the pseudo-first-order kinetic model and the Freundlich isotherm, and the material exhibited good selectivity under competitive ions. On the other hand, ZIF-8@ZIF-67/AE-SiC removed over 95% of ciprofloxacin (CIP) within 20 min, and showed good efficiency in removing low concentrations (100 μg/L) of CIP. It maintained high-efficiency degradation across a wide pH range (5-11) and temperature range (15-45 °C), and exhibited broad-spectrum degradation capabilities of over 85% for other pollutants. The synergistic effects of radical and nonradical pathways dominated by SO4•- and 1O2 enable rapid decomposition of pollutants. The structural stability was enhanced due to the stabilizing effect of the Si-O-M bonds and the supporting role of the shell-core structure, resulting in a 60-80% reduction in Zn/Co leaching concentrations compared to pure ZIFs. This work provides a new approach for developing efficient and multifunctional water treatment materials.",pubmed,1
General Oxidative Chemical Activation of Neutral Exciton Emission in Colloidal MoS 2 Monolayers,https://pubs.acs.org/doi/10.1021/jacs.6c07304,Journal of the American Chemical Society: Latest Articles (ACS Publications),2026-07-12 00:00:00 UTC,2026-07-12 00:00:00+00:00,10.1021/jacs.6c07304,Xiangfeng Duan,"Colloidal two-dimensional semiconductors are promising for scalable optoelectronics, but their development has been fundamentally limited by defect-induced nonradiative recombination that suppresses exciton emission. In particular, sulfur vacancies in solution-processed MoS2 introduce charge doping and trap states that favor trion formation, preventing bright neutral exciton photoluminescence. Here we show that simple oxidative chemistry activates bright neutral exciton emission in colloidal MoS2 monolayers. Ultraviolet (UV) irradiation under ambient conditions enhances photoluminescence by over 2 orders of magnitude, accompanied by a pronounced blueshift and a ∼100-fold increase in exciton lifetime (0.07 to 6.14 ns), indicating a transition from trion-dominated to neutral exciton recombination. We identify UV-driven oxygen reduction as the key process that passivates sulfur vacancies and induces electron dedoping effect, thereby suppressing nonradiative decay pathways. This mechanism is general: a range of oxidants, including H2O2, (NH4)2S2O8, (NH4)2Ce(NO3)6, and NaIO4, rapidly activate emission, in some cases without UV irradiation. These findings establish a chemically tunable strategy for controlling excitonic emission in solution-dispersed MoS2, enabling scalable optoelectronic and photonic applications.",pubmed,0
Symmetry-Differentiated Oxygen-Vacancy Motifs Regulate Au–CeO x Interfaces for Selective Photocatalytic Ethane Production from CO 2,https://pubs.acs.org/doi/10.1021/jacs.6c12060,Journal of the American Chemical Society: Latest Articles (ACS Publications),2026-07-12 00:00:00 UTC,2026-07-12 00:00:00+00:00,10.1021/jacs.6c12060,Jinlong Zhang,"Steering CO2 photoreduction toward C2 hydrocarbons remains challenging because of the sluggish multielectron/proton-transfer kinetics and the high energetic demand for C-C coupling. Herein, we report a flame-spray-pyrolysis strategy to construct Au-CeOx nanostructures featuring coexisting symmetric oxygen vacancies (Ce-Ov-Ce) and symmetry-broken oxygen vacancy (Au-Ov-Ce) motifs at the Au-CeOx interface. The symmetric Ce-Ov-Ce sites provide favorable adsorption environments for CO2 activation, whereas the symmetry-broken Au-Ov-Ce sites induce interfacial electron redistribution and promote electron enrichment. The cooperative interaction between these two vacancy configurations shifts the reaction route from *CO desorption toward deep hydrogenation and *CH3-mediated C-C coupling. As a result, the optimized Au-CeOx-SAOv catalyst achieves a C2H6 production rate of 2581 μmol gAu-1 h-1 with a selectivity of 88.14% and an electron utilization rate of 41.22 mmol gAu-1 h-1 in photocatalytic CO2 reduction with H2O. Mechanistic studies suggest that the symmetry-broken Au-Ov-Ce sites stabilize hydrogenated C1 intermediates and lower the energetic requirement for coupling two *CH3 species. This work establishes symmetry-differentiated oxygen-vacancy engineering as an effective strategy for directing multielectron CO2 photoreduction toward C2 hydrocarbons.",pubmed,1
Structure Sensitivity in CH 4 Oxidation: Switching C 1 to C 2 Selectivity on Mn Single Atoms Versus Nanoparticles,https://pubs.acs.org/doi/10.1021/jacs.6c06550,Journal of the American Chemical Society: Latest Articles (ACS Publications),2026-07-12 00:00:00 UTC,2026-07-12 00:00:00+00:00,10.1021/jacs.6c06550,Tao Zhang,"The direct selective oxidation of methane (DSOM) to high value-added liquid oxygenates using only CH4 and O2 under mild conditions remains a formidable challenge in catalysis. Herein, we report the use of highly dispersed MnOx/ZSM-5 catalysts, in the form of single atoms and nanoparticles, to steer the DSOM reaction toward C1 and C2 oxygenates, respectively. While the Mn single-atom catalysts (SACs) primarily produce C1 products (HCOOH and CH3OH) with a combined selectivity of ∼ 78.8%, the Mn nanoparticle (NP) catalysts exclusively produce liquid oxygenates with excellent stability, achieving a remarkable acetic acid selectivity of 81.8%. Various characterizations and density functional theory calculations reveal that the reaction path is governed by distinct methane activation mechanisms at different Mn sites. On SACs, CH4 is selectively activated to *CH3 at Mn-O sites, leading to C1 oxygenates. In contrast, the multiple MnOx sites on NPs promote further dehydrogenation to *CH2 species, which subsequently couple into a key ethylene intermediate. This intermediate is then oxidized to acetic acid via a nonclassical pathway that circumvents CO carbonylation, thereby effectively suppressing overoxidation. This work provides fundamental insights into structure-sensitive methane activation and offers a practical route for the direct valorization of CH4 into value-added oxygenates using a noble-metal-free catalytic system.",pubmed,0
Atmospheric CO₂-to-acetaldehyde artificial photosynthesis in metallo hydrogen-bonded organic frameworks,https://www.nature.com/articles/s41467-026-75384-z,Physical sciences : Nature Communications subject feeds,2026-07-12 00:00:00 UTC,2026-07-12 00:00:00+00:00,,Rong Tan,"Artificial photosynthesis of acetaldehyde from atmospheric CO2 is highly promising, yet remains severely limited by low CO2 concentration in air and sluggish proton transfer kinetics. Herein, we report metallo hydrogen-bonded organic frameworks (MHOFs) of HNNU-X (X = O, S, Se) which enable acetaldehyde synthesis directly from air, water, and natural sunlight. Among them, HNNU-Se exhibits a competitive acetaldehyde production rate of 557.1 μmol g⁻¹ h⁻¹ with high electron-based selectivity of 95% under outdoor conditions, without need of sacrificial agents. Mechanistic studies reveal that HNNU-X creates a proton-rich microenvironment in which [Zn(tpy)]2+ cations function as CO2 capture and activation sites for direct air capture, while [XCN]– anions serve as proton shuttles, facilitating rapid transfer of in-situ generated H⁺ from solar-driven water oxidation to adsorbed CO2. This work enables the synergistic coupling of CO2 reduction and H2O oxidation, thereby achieving efficient artificial photosynthesis of acetaldehyde.",nature_html,0
"Development of time-evolving NBCD simulation in the LHD, consistent with neutron and impurity measurements",https://iopscience.iop.org/article/10.1088/1741-4326/ae8281,Nuclear Fusion - latest papers,2026-07-12 23:00:00 UTC,2026-07-12 23:00:00+00:00,10.1088/1741-4326/ae8281,M. Yokoyama,"We have developed a simulation code for the plasma current driven by the neutral beam in the large helical device (LHD). To compare the results between the experiment and the simulation, not only the beam-driven current, but also the other components, must be estimated. In this paper, we have integrated the codes that solve electromagnetic induction, neoclassical transport (DKES/PENTA), and the fast-ion distribution function (TASK3D-a and TASK/FP) to achieve Neutral beam current drive simulation. The code has been benchmarked against the analytical solution for the evolution of the plasma current. Then the code has been applied to actual LHD discharges. Although the trend and the absolute value of the simulated plasma current became similar to the measured one, the time constant of the current evolution disagreed. By considering the mutual induction between the plasma and the external coils, the simulated time constant of the plasma current evolution became closer to the experimental one.",rss_description,0
Investigation on the high-temperature creep and irradiated damage behaviours of plasma-facing components material fabricated by selective laser melting,https://iopscience.iop.org/article/10.1088/1741-4326/ae7738,Nuclear Fusion - latest papers,2026-07-12 23:00:00 UTC,2026-07-12 23:00:00+00:00,10.1088/1741-4326/ae7738,Jiefeng Wu,"Oxide dispersion-strengthened (ODS) steel is a promising structural material in fusion reactors, nanoparticles in matrix pin grain boundaries, and capture point defects and they delay the performance degradation caused by creep and irradiation. In this paper, RAFM steel with Y2O3 was formed by selective laser melting (SLM) and the microstructural evolution under creep and irradiation were closely studied. SLM-formed ODS-RAFM steel had a longer high-temperature creep life than RAFM steel at the same stress and temperature, the fined grains were closely related to recrystallisation and pinning of oxide. The ODS-RAFM steel exhibited great irradiation stability, the lath width slightly increased, and the hardening rate was smaller than RAFM steel. During the irradiation process, continuously precipitated new MX carbides and Y–Ta–O oxide occurred in ODS-RAFM steel, which resisted the growth of grains. The above research results explained the microstructural evolution of RAFM steel and the change of performance under high temperature and an irradiation environment of fusion reactors, which verified the significant role of Y2O3 nanoparticles in maintaining high temperature stability and irradiation resistance, hence providing a strong theoretical basis for the ODS-RAFM steel of the future to be fully used as the blanket structural material of nuclear fusion reactors.",rss_description,0
Nonlinear saturation of ballooning modes in stellarators,https://iopscience.iop.org/article/10.1088/1741-4326/ae7983,Nuclear Fusion - latest papers,2026-07-12 23:00:00 UTC,2026-07-12 23:00:00+00:00,10.1088/1741-4326/ae7983,F.I. Parra,"Ballooning mode saturation is investigated in realistic stellarator configurations using the flux tube approach of Ham et al (2018 Plasma Phys. Control. Fusion60 075017), Ham et al (2016 Phys. Rev. Lett.116 235001). The method is adapted to account for the lack of exact force balance in stellarator equilibrium solvers that assume existence of nested flux surfaces. A variational approach for calculating flux tube energy is developed to overcome this force error problem in stellarator numerical equilibria. Saturated (equilibrium) flux tube states that cross 10%–20% of the plasma minor radius are shown to exist for linearly ballooning unstable profiles. It is shown that several features of the displaced flux tube structure in a full nonlinear MHD simulation of Wendelstein 7X are reproduced by our model. Saturated states are found in a compact stellarator equilibrium close but below the marginal ballooning linear instability, i.e. the unperturbed equilibrium is metastable. This suggests that edge-localized-mode-like explosive MHD behavior may be possible in stellarators.",rss_description,0
"SONIC simulation studies of power and particle exhaust, alongside impurity concentration, for JA DEMO tokamak design",https://iopscience.iop.org/article/10.1088/1741-4326/ae7a08,Nuclear Fusion - latest papers,2026-07-12 23:00:00 UTC,2026-07-12 23:00:00+00:00,10.1088/1741-4326/ae7a08,Y. Sakamoto,"SONIC divertor code facilitates simultaneous calculations of seeding impurity (Ar) and fusion product (He) transport. D2 and Ar gases were injected at the outer midplane and upper location of the outer divertor, respectively. He exhausts in the detached divertor have been investigated for a reference series of JA DEMO with an increasing deuterium gas puff rate (50–200 Pa m3s−1) where Psep ∼ 250 MW and the radiation fraction is 0.8. The outer divertor heat load (qtotdiv) peaked in the attached region on the partially detached target, and the peak-qtotdiv was reduced to lower than 10 MW m−2 by increasing the D2 puff rate while maintaining a relatively low nesep (2 × 1019 – 2.5 × 1019m−3). Neutral and gas pressures in the divertor (PD0div, PD2div) were evaluated at exhaust slots of the dome and in the sub-divertor. The total pressure (PDtotdiv) in the D-puff scan was increased from 1.4 to 3 Pa at the outer exhaust slots, and the outer peak-qtotdiv was proportional to (PDtotdiv)−0.7. Plasma flow reversals with M// = 0.2 – 0.3 were generated near the detach–attach boundary above the outer divertor target. The influence of the flow reversal on the plasma and impurity transport was determined. Convective heat flux was reversed, which significantly affected the ion heat flux profile in the upstream SOL. The flow reversal reduced the impurity shielding and radiation loss in the outer divertor. Inner-enhanced in–out asymmetry of Ar concentration (cAr) was large near the separatrix in SOL, suggesting that Ar ions were transported from the inner SOL to the confined plasma. In the confined plasma (edge), both cAredge and cHeedge were reduced and poloidally uniform, where cAredge was reduced to the marginal level and cHeedge was below the design reference by system code assumption (cArmain: 0.6%, cHemain: 7%). Consequently, these SONIC results are generally consistent with the JA DEMO higher-𝜅 design, and larger D-puff (and smaller ГAr,puff) operation is preferable for the large power exhaust in the divertor and the impurity control in the edge plasma.",rss_description,0
Full noninductive plasma start-up using electron Bernstein wave current drive on high-field side injection in QUEST,https://iopscience.iop.org/article/10.1088/1741-4326/ae7b57,Nuclear Fusion - latest papers,2026-07-12 23:00:00 UTC,2026-07-12 23:00:00+00:00,10.1088/1741-4326/ae7b57,Seiya Sakai,"Electron cyclotron wave (ECW) injection is considered an effective auxiliary method for plasma start-up. In QUEST, high-field side (HFS) injection of ECW was conducted to achieve effective mode conversion to electron Bernstein wave (EBW), which can propagate in high-density plasma and provide greater heating/current-drive efficiency than ECW at low electron temperatures. The EBW-driven current, whose direction is inverted by toroidal and radial magnetic fields, was clearly observed experimentally, and this characteristic of EBW current drive (EBWCD) played an important role in closed-flux surface formation. The findings are supported by an improved current-density profile model used to reconstruct the current distribution in the open flux surface (OFS) phase. The EBWCD efficiency in the OFS is approximately evaluated 0.014 A W−1 in the OFS phase using a model calculation that includes co- and counter-directed .",rss_description,0
