stable_id,title_zh,abstract_zh
4a91c31723d8c2e7,固体中隐藏的泄漏,固体电解质长期以来一直被视为阻止电子传导同时实现锂离子快速传输的材料。现在两项研究表明，残余电子电导率会导致固态电池在开路时发生自放电，特别是在薄型实际电池中，并确定了确保较长保质期所需的限制。
59b60c02eff283a1,锂离子电池开发和商业化的经验教训,锂离子电池商业化的见解可以为这些电池和其他电池的持续努力提供信息。本专家建议描述了锂离子电池的发展以及可应用于各种电池技术的经验教训。
a82090205f69fdb5,Pt(111) 表面等离子体增强氢激活的纳米级可视化,"摘要
                  
                    高效H
                    2
                    温和条件下的活化对于实现节能催化氢化至关重要，但这仍然是一个重大挑战。在这里，我们展示了等离子体增强 H 的纳米级可视化
                    2
                    通过采用光谱和建模方法相结合，在室温下可见光下激活 Pt(111)。原位尖端增强拉曼光谱追踪 H
                    2
                    通过低聚亚苯基-亚乙炔基硫醇报告物的 H 辅助解吸来激活，而高光谱成像显示近场周围 180-300 nm 区域增强了约 20%。光谱证据和有限元方法模拟排除了等离子体加热效应，而量子计算表明尖端增强拉曼光谱近场中产生的热电子可以有效地驱动H
                    2
                    通过间接转移机制解离。值得注意的是，我们发现活化的氢原子通过集体群体效应传播到近场数百纳米之外。这些发现为等离子体增强 H 提供了机制见解
                    2
                    Pt 表面的活化，并提出了节能催化氢化的未来机会。"
a7a05b2d31ed1932,集成光伏需要设计创新和跨部门协作,集成光伏需要设计创新和跨部门协作
78a049f00988a1a6,熨平皱纹,超宽带隙钙钛矿对于全钙钛矿三结太阳能电池至关重要，但其高溴化物含量会导致表面起皱和卤化物无序，从而限制了性能。表面重构和卤化物均质化策略现已在全钙钛矿三结器件中实现了 29.3% 的经认证效率。
7009f3bef4e2358b,卤素辅助硫氧化,与传统锂离子技术相比，锂硫电池长期以来一直受到工作电压较低和使用寿命较短的限制。现在，系统级工程能够将硫转化为二氯化二硫，进入S+1氧化态，从而提供更高的电压并改善循环稳定性。
3ab7cbdbcd3939a5,编织缺陷线的辫子,由光引导的胶体粒子将向列液晶的缺陷线编织成可编程交叉点，实现可在真实空间中观看、重新排序和编译的非阿贝尔编织操作。
15015e444043a292,离子凝胶中的神经信号处理,多相凝胶中的离子可以表现出复杂的跨界面动力学，可用于神经形态处理。
42bf6a92660fbde9,绿化掩盖了旱地稳定性的丧失,作者考虑了 40 年（1982-2020 年）旱地生态系统中与生态系统稳定性相关的绿化趋势和年际变化。它们表现出持续的绿化，但年际变化增加，后者是由降雨敏感性增加驱动的。
9207bd328435d172,作者更正：半波纳米激光器和细胞内等离子体激光粒子,作者更正：半波纳米激光器和细胞内等离子体激光粒子
