stable_id,title_zh,abstract_zh
a5369fc1a8783d18,通过光化学转化和亲和捕获对水性 N-亚硝基二甲胺进行荧光检测,N-亚硝基二甲胺 (NDMA) 是一种水溶性致癌物，通常使用质谱法结合色谱分离进行定量，这需要大量的样品制备和复杂的仪器。在这里，我们报告了一种基于荧光的水介质中 NDMA 检测策略，该策略用亲和捕获取代了基于柱的分离。 NDMA 进行光化学转化，然后与生物素化聚合物试剂反应，生成生物素标记的荧光产物，该产物可以通过链霉亲和素-生物素相互作用选择性富集，从而能够有效地将分析信号与背景分离。该测定完全在水中进行，无需样品预处理、预浓缩或溶剂交换。在优化条件下，仅使用 100 μL 样品以基于板的形式实现定量检测，检测限为 235 ppb。化学转化在 22 分钟内完成，然后通过链霉亲和素包被的琼脂糖珠或板进行快速亲和捕获。该方法经过光谱表征、选择性捕获实验和定量分析的严格验证，并在加标商业水样中表现出一致的性能。这些结果为独立于色谱法的光学 NDMA 检测建立了一个化学定义的平台，并为进一步开发基于链霉亲和素功能化固相的可扩展传感格式奠定了基础。
983871d8c368f383,从索尔顿海地热盐水中生产具有成本竞争力且可行的锂的途径,"锂供应链仍然严重集中在硬岩和盐水资源中，造成了巨大的供应风险。地热盐水是一种未得到充分利用的替代方案，但由于缺乏设施规模的成本评估，商业进展受到阻碍。在这里，我们利用公司的主要披露信息、工艺专利和卤水资源模型，对从索尔顿海地热盐水中大规模提取锂进行了技术经济分析。由于锂和杂质浓度的变化、盐水随时间的稀释以及工艺配置（例如，通过碳酸化和转化与电解进行生产），我们发现大规模生产成本可能达到每吨约 10,000 美元，但随着盐水建模的确定性更高，每吨成本将增加至 22,000 美元，这引发了人们对传统低成本来源的经济竞争力的担忧。最后，以项目可行性为重点的情景分析表明，利用盐水预处理副产品销售可以将长期锂盈亏平衡价格降低约5,000美元/吨，而资本成本优化20%可以进一步将锂盈亏平衡价格降低10%。"
718eca482cf789ef,人为强迫下土壤水分干旱遗产的不对称温度响应,随着人为强迫的加剧，许多地区土壤水分干旱已变得普遍。土壤湿度异常可以通过调节能量和碳通量来影响近地表空气温度。然而，土壤水分干旱后一年的温度对土壤水分异常的响应仍不清楚。在这里，我们表明，土壤水分干旱后一年的年度土壤水流失比等量增水带来的年度降温产生更大的年度变暖效应。这种不对称反应只有在考虑了人为温室气体强迫的影响时才会出现，即土壤水分干旱后植被受到的抑制比土壤水分增加后植被的增强更强，导致蒸腾和碳吸收减少，从而共同加剧变暖。全球超过 60% 的陆地面积表现出不对称性。我们的研究结果表明，过去的极端气候可能会损害植被调节生物物理和生物地球化学过程的能力，从而加速未来的变暖。
2aa879b703c94b2a,协调气候和空气质量目标需要尽早控制中国的臭氧污染,全球表面臭氧 (O3) 因气候变化而加剧，对健康和生态系统构成越来越大的威胁。尽管有严格的空气政策，中国持续存在的臭氧污染体现了与重塑排放途径的气候行动交织在一起的全球挑战。最佳缓解仍然存在争议，主要是由于关于夏季区域 O3 形成的敏感性的结论不一致。在这里，我们展示了数十年尺度上协同清洁空气和气候行动目标实现的 O3 减排策略的路径依赖。这种路径依赖性通过观察到的中国特大城市群除风化 O3 浓度和敏感性趋势的同时稳定期（2020-2023 年）得到了验证。利用对路径依赖的这种理解，我们定量地揭示了最佳的未来策略包括优先考虑早期挥发性有机化合物的减排，因为它们对区域 O3 减排的高效性在 2050 年之前逐渐减弱。这对现行的氮氧化物优先范式提出了挑战。我们的工作重新构建了 O3 控制，为弹性空气质量气候治理提供了范例。
0371b6ab62c1df6d,优先氮滞留是美国湖泊当前富营养化的特征,湖泊中氮（N）和磷（P）的相对保留及其在养分循环中的作用仍然存在争议。尽管美国对湖泊实施了长期的控磷措施，但近二十年来，莫名其妙的富营养化加剧现象仍然反复出现。在这里，我们结合机器学习和贝叶斯分层方法，对美国 121 个湖泊在 2012 年至 2022 年期间的养分保留变化进行地理跟踪和分析。我们发现，2012年70.3%的湖泊对磷的优先保留转变为2017年85.1%的湖泊对氮的优先保留，以及2022年92.6%的湖泊对氮的优先保留。四个关键湖泊指标表现出闪烁的动态，这可能有助于识别水生生态系统中的营养代谢紊乱状态。总体而言，我们的结果表明，2012-2022 年美国湖泊的富营养化正在以优先和净养分保留从 P 到 N 的转变、闪烁状动态以及相关的营养代谢紊乱状态的发生为基础，这些都主要由内部循环而不是外部负荷驱动。这些模式与状态转变的可能性一致，而不是简单的富营养化复发，并提供了与湖泊管理和水质改善策略相关的见解。
f13913a5e52c3447,地球风沙丘的分布,当有沉积物来源和足够的风时，沙丘就会形成。沙丘形态和发生情况可用于推断沉积物来源分布和形成气候条件。当地球、其他行星和过去的直接气候观测具有挑战性时，这非常有用。然而，目前还没有完整、准确的、具有可区分形态的地球沙丘出现的数字地图。在这里，我们展示了该地图并证明，在干旱环境中，沙丘的存在主要是通过汇聚运输和来源接近来解释的，而在潮湿的气候中，风力强度是一个额外的限制。通过限制对从全球可用图像和地形数据中识别的沙丘进行分析，我们生成了一致的数据集，可用于推断地质和气候的各个方面，并提高对风沙景观的理解。我们提供了一个示例，使用新月形沙丘方向来演示沉积物推断和风特征之间的权衡。
afddad52dedd7c87,3R 堆积富集 NaCl 辅助 WS 2 中残留驱动的降解及其稳定性,盐辅助化学气相沉积（CVD）能够实现二维过渡金属二硫属化物的大晶粒合成，但生长界面处的残留盐仍然是环境稳定性的关键瓶颈。在这里，我们研究了 WS2 的 NaCl 辅助金属有机 CVD 生长，并揭示了由含 Na 和 W 的非晶态残留物驱动的耦合物理化学降解机制。暴露在空气中后，这些残留物会结晶并机械破坏 WS2 层，同时形成吸湿且富含钠的环境，从而驱动 W-S 键的氧化分解。动力学分析建立了热激活降解过程，表观激活能为~0.22 eV，与水分驱动的残留物结晶一致。我们证明，生长后退火（PGA）可以消除这些残留物，并在一个月规模的环境储存中保持形态完整性和光学发射特性。除了消除残留物之外，PGA 还可以促进多层过度生长区域中显着的 3R 堆积富集。第一性原理计算表明，层间 Na+ 在热力学上有利于 3R 注册，因此在退火的早期富 Na 阶段会选择 3R，并在 Na+ 被去除后进行动力学锁定。这些结果将残留物管理确立为盐辅助二维材料合成的中心设计原则。
c29901c95c205ca6,用于智能感知的多模态神经形态感觉装置,生物系统中的跨模式集成源于物理耦合的神经过程，而不是并行信号融合。在固态硬件中模拟这种关联行为仍然具有挑战性，特别是对于由根本不同的物理领域控制的感觉方式。在这里，我们提出了一种基于不对称 CuO-Cu2O 纳米线薄膜的视觉味觉神经形态装置，该装置本质上将固态光电子学与液相离子耦合。异质结构纳米线网络在固液界面表现出明显的表面光伏效应和自发电荷重新分布，从而能够在水性环境中实现无偏压操作。与化学反应相关的离子吸附形成双电层，动态调节表面能带弯曲和多数载流子密度。这种离子调制本质上与光响应耦合，从而导致电输出的协同放大。耦合的物理机制产生了特征性的时间依赖性光电响应，为多模态集成提供了功能基础。重要的是，配对光学和化学刺激建立了持久的跨模式关联，允许纯粹的视觉输入在调节后唤起味觉特异性反应。这项工作展示了直接从多模态感知设备中产生的设备级跨模态关联学习。
96f174edf2e805ae,反式氨基磷酸酯交换使环氧共价适应性网络具有内在的防火安全性,这项工作展示了膦酰胺衍生的共价适应性网络（CAN），为克服热固性材料中可持续性和防火安全之间的传统权衡提供了一种有前景的策略。我们推出基于膦酰胺的固化剂，它将环氧树脂固化、固有阻燃性和动态键交换集成在单分子设计中。这些固化剂能够形成环氧基 CAN，通过 P-O 键上有效的反式膦酰胺交换机制，可以多次再加工而不会损失性能。相对于其他磷酸化网络，膦酰胺结构进一步促进更快的键交换，促进动态网络重排。除了可回收性之外，固有的磷-氮框架还具有出色的耐火性，仅在​​磷含量为 2 wt% 的情况下即可达到 UL-94 V-0 等级，同时显着降低峰值热释放。重要的是，反复回收后阻燃性能保持稳定，证明了这种方法的稳健性。热和机械分析揭示了可调节的玻璃化转变温度、高热稳定性以及五个回收周期内的耐用性能。为了展示应用潜力，我们制造了碳纤维增强复合材料，证实这些 CAN 系统可以加工成高性能结构材料。总体而言，膦酰胺固化剂为需要可回收性、防火安全和结构性的热固性树脂和复合材料提供了一个多功能平台
79023826b7bf211d,基于 VO 2 (B) 纳米墨水的低成本且可扩展的柔性红外探测器：从单器件传感到阵列成像,基于氧化钒 (VOx) 的非制冷红外 (IR) 微测辐射热计由于其紧凑的外形、低功耗和高运行稳定性，已在热传感和成像领域得到商业应用。然而，VOx 化合物本质上较低的电阻温度系数 (TCR) 值、非柔性器件以及昂贵的制造工艺仍然是可穿戴红外器件或其他特定应用的关键瓶颈。在这里，我们通过简单且可扩展的滴铸策略，使用 VO2(B) 纳米片墨水制备了灵活的红外热探测器。由于 VO2(B) 在室温下实现了高达 4.57% K-1 的高 TCR，因此红外器件在室温下表现出 9.84 A/W 的响应度和 3.27 × 108 Jones 的比探测率。这种灵活的红外传感器用于呼吸频率监测，表现出稳定和灵敏的性能。通过集成到 5 × 5 柔性印刷电路阵列中实现了非接触式数字红外成像原型，显示了制造大规模、高像素柔性红外探测器的巨大潜力。我们的工作不仅为灵活的红外热传感建立了低成本且可扩展的材料到设备集成策略，而且还为基于 VO2(B) 的系统铺平了道路，用于下一代可穿戴和大面积红外成像技术。
