stable_id,title_zh,abstract_zh
77af87787b7311af,用于过氧化氢光合作用的具有重组抑制顺序电荷转移的仿生 D–A1–A2 有机笼,过氧化氢（H2O2）的光催化合成为绿色氧化和环境修复提供了一条可持续的途径，但其效率从根本上受到快速反向电荷重组的限制，这凸显了创建能够强制定向和重组抑制电荷转移的分子结构的综合挑战。受自然光合作用中类囊体膜分区反应中心内逐步电子转移的启发，我们设计了仿生供体-受体1-受体2（D-A1-A2）有机笼，其中供体和受体沿着能量梯度有序定位，以实现重组抑制的顺序电荷转移（RS-SCT）过程，从而促进光催化H2O2的产生。原位生成的二位硼化单体和 C3 对称单体通过 B-N 配位键成功构建了两种 D-A1-A2 有机笼单晶 BNC-O 和 BNC-S。两个笼都显示了从作为 D 的富电子三苯胺到作为 A1 的配位吡啶到作为 A2 的缺电子苯并恶二唑或苯并噻二唑的 RS-SCT 过程，这使得顺序电荷迁移并抑制反向电荷复合，并延长激发态寿命。结果，具有组织良好的活性位点的自组装二维晶体笼表现出显着增强的光催化H2O2生产性能，晶体BNC-O的产率达到4.15 mmol g-1 h-1，明显高于相应的复合材料。
d2ec2f2c85a0dcd8,氢能连接欧洲：不同补贴政策下跨境管道联盟的成本分配分析,
a82283f7cf88ff69,平衡气候目标和价格稳定：南非碳税案例,
bcd0e49fa8931afb,权力与平等：从发展中国家性别不平等的角度看待能源贫困,
d53adf2c78057785,连接宏观趋势和微观动态：用于中期负荷预测的稳健混合频率框架,
3f0c278fd4c40d4c,基于产消者的配电网络中非凸 P2P 能源交易的两阶段分布式优化,
b1fc7fc6d1960ca5,噬菌体门户蛋白抵消严格反应介导的限制,细菌不仅通过专门的防御系统，而且通过进入限制细胞资源的生理状态来限制病毒复制，但噬菌体如何克服这种宿主施加的障碍仍不清楚。由报警素核苷酸 ppGpp 和 pppGpp 驱动的严格反应可以施加生长限制状态，阻碍特定噬菌体宿主环境中的噬菌体感染。在这里，我们发现警报素信号传导限制噬菌体 T7 感染，并且门蛋白 Gp8 通过与 RelA 和 SpoT 结合、抑制其合成酶活性并抑制警报素积累来抵消这一屏障。破坏这种相互作用的门户突变会维持警报素升高、延迟裂解并损害复制，但在警报素缺乏的宿主中，这种情况会得到缓解。来自代表性大肠杆菌噬菌体的门户蛋白具有相关的严格响应相关特征，表明重要的病毒颗粒成分可以兼职作为宿主应激生理学的拮抗剂，并且这种机制并非 T7 所独有，并且可能扩展到其他大肠杆菌噬菌体。
623831995e8b3324,Invas：一种用于转录组组装的反转感知方法,"基因内倒位反转了基因内的序列方向，并产生了标准转录组装程序会遗漏的非共线剪接点，从而导致不完整的重建和定量偏差。在这里，我们展示了 Invas，一个使用批量短读测序数据运行的倒置感知框架。 Invas 将全基因组测序断点与转录组测序证据相结合，挽救未映射的读数，并使用共轭流优化组装亚型。在 42,000 个事件的计算机模拟中，与传统工具相比，Invas 表现出高精度和召回率，并提高了未受影响转录本的量化。我们将 Invas 应用于七个疾病队列，识别复发性种系易感性变异和体细胞驱动因素。此外，Invas 有助于发现具有强预测免疫原性的体细胞倒置衍生的肿瘤特异性抗原。我们将 Invas 和 InvasDB 作为社区资源发布，以准确表征受倒位影响的基因，填补结构变异感知转录组学的关键空白。"
94b2f53397fd404d,TACI 抑制线粒体 ROS 维持骨髓浆细胞,疫苗通过中和抗体建立体液保护，中和抗体由骨髓长寿浆细胞 (LLPC) 维持。 LLPC 的寿命决定了保护的持续时间，然而，LLPC 生存的机制仍然知之甚少。在这里，我们使用浆细胞特异性条件敲除小鼠来系统地剖析候选利基因子受体的作用。出乎意料的是，我们发现细胞因子受体TACI对于LLPC的生存至关重要。 TACI 的缺失会减少多克隆浆细胞数量，并消除由 T 细胞依赖性和 T 细胞非依赖性抗原诱导的 LLPC。重要的是，TACI 缺陷严重损害了 SARS-CoV-2 和流感疫苗所产生的保护作用。从机制上讲，TACI 的丧失会导致线粒体活性氧的积累和随后的浆细胞死亡。重要的是，使用 FDA 批准的药物 N-乙酰半胱氨酸进行药物抗氧化治疗可以减轻 ROS 积累，挽救 LLPC 数量，并增强流感疫苗的体内功效。总之，这些结果确立了 TACI 作为 LLPC 寿命和疫苗诱导保护的非冗余调节剂，通过限制氧化应激，为增强疫苗功效和耐久性提供了潜在目标。
1c814aa898c673f6,乙酰转移酶 HBO1 复合物的 JADE 和 BRPF 支架亚基的不同作用,人类乙酰转移酶复合物 HBO1 与癌症和发育性疾病有关。在这里，我们报告了复合物、JADE 和 BRPF 旁系同源物的支架亚基的染色质关联机制。结构和生化研究揭示了 JADE1/2/3 和 BRPF1 的 PZP 结构域与核小体的明显旁系同源特异性结合。我们发现，只有 JADE1 的 PZP 结构域具有很强的内在 DNA 结合活性，并与几乎整个组蛋白 H3 尾部结合，与核小体形成紧密的复合物。相比之下，BRPF1 PZP 结构域与核小体的关联要弱千倍，因为它无法与 H3 尾部的大部分结合并且与 DNA 的结合较弱。这些结果表明，JADE1 PZP 结构域可以保护 H3 尾部不被修饰，但 BRPF1 PZP 结构域不能，这可能导致 HBO1 复合物中观察到的功能差异。我们证明了旁系同源物在整个胚胎发育和胚胎干细胞多能性、心肌细胞分化过程中以及分化的肝细胞中的非冗余功能。我们的研究结果提供了对 HBO1 复合物的不同作用机制的见解，并有助于了解支架亚基如何介导其不同的细胞功能。
