stable_id,title_zh,abstract_zh
146a3384bcb388a9,电机系统优化的能源和非能源成本效益评估：基于回顾和案例研究的框架,工业和商业电机驱动系统占电力消耗的很大一部分，是节能、降低成本和脱碳的重大机遇。然而，电机系统优化的投资决策通常主要基于直接节电，而诸如减少停机时间、降低维护成本、提高可靠性、提高生产率、增强安全性和降低噪音等非能源效益经常被忽略或定性对待。本研究旨在开发一个结构化的成本效益评估框架，整合能源效益和非能源效益，以支持电机系统优化和投资决策。该方法结合了文献综述、案例研究综合、电机系统优化技术分类、非能源效益货币化指数的制定、子行业技术权重因子、保守比例因子和敏感性分析。拟议的框架适用于工业和商业子行业和技术，包括高效电机、变速驱动器、同步磁阻电机和永磁电机系统。结果表明，电机系统优化可以节省电力，在应用中通常可以节省 30% 以上的电力，特别是在实施变速驱动器和改进控制等系统级措施时。当保守假设下包含非能源效益时，项目总效益将大幅增加，预计投资回收期平均会缩短
9d01d5d24a9d7554,ICRH 共振层位置对 WEST H 少数等离子体核心等离子体性能的影响,在 WEST 的氘等离子体中进行了氢少数离子回旋共振加热 (ICRH) 的系统实验研究，以优化功率沉积。对离子回旋加速器共振层的径向位置和少数浓度进行专门扫描，同时保持全局等离子体参数和天线耦合几乎恒定。当谐振层向高场侧 (HFS) 移动约 7 cm、氢少数浓度在 5% 至 8% 之间时，可获得最大性能。对于较大的向内位移，会出现明显的退化，而当谐振位于低场侧时，性能几乎减半。没有观察到湍流特性对共振位置的明显依赖性，这表明约束变化主要受波吸收和快离子约束修改的控制。红外热成像和量热测量表明，当共振位置超过 HFS 上的某个值时，快离子纹波引起的损耗被最小化，揭示了最佳吸收和壁负载减轻之间的权衡。这些结果表明，谐振层位置和少数浓度的协调控制允许在全金属反应堆相关环境中同时优化 ICRH 效率和快离子壁负载。
a6727a8508f0fea7,准等动力磁场和分段全向磁场的组合,由于同时优化了径向和平行新古典输运，准等动力（QI）场已成为近年来大多数候选聚变反应堆仿星器磁配置的主要选择。然而，实现高度的准等动力性通常是以仿星器通量表面的强烈成形和复杂的线圈几何形状为代价的。在这项工作中，拟等动力性和分段全向性 (pwO) 的概念结合起来形成 QI-pwO 场。这些场是磁表面低场区域中的 QI，而它们在高场区域中明显偏离准等动力性，而不牺牲 QI 场的新古典输运特性。这种偏离可以使新古典输运的优化与仿星反应堆的其他物理和技术方面的整合变得更容易。
e429ab387d8610c2,受控塌陷下的分子,基于标准半导体处理的新颖平台与确定性塌陷策略相结合，可以产生原始且自对准的分子界面。
73c5459195facc54,风力综合能源系统的鲁棒随机协同优化捕获多时间尺度的不确定性,
c3f289bac5e4d40e,基于贝叶斯优化双向时间卷积神经网络以及基于 ECM 的特征提取和双向滤波的锂离子电池能量状态估计,
d31b9482423509dc,绿色氨经济的长期气候脆弱性：柯本-盖革区的综合技术经济和生命周期评估,
495f3cbcc96f96b0,信号中断交通下电动汽车混合储能系统主动超级电容充电策略：预演规划与在线控制协调,
13b23daad3502566,拓扑不确定性下电力系统运行的结构可推广大模型：基于图的基础学习框架,本文解决了现有数据驱动电力系统模型的一个基本限制，即它们无法在频繁的拓扑变化下进行泛化。由于现代配电网络由于开关操作和分布式能源的高渗透率而经历动态重新配置，在固定结构上训练的模型在应用于不可见的配置时通常会表现出显着的性能下降。为了克服这个问题，我们提出了一种结构可概括的大型模型框架，将电力系统运行重新表述为拓扑感知学习问题。该方法利用基于图的拓扑编码和多拓扑训练来构建统一的潜在表示空间，使模型能够捕获不同网络结构中不变的物理和操作模式。进一步引入结构感知学习机制以增强跨拓扑适应性，同时置信感知预测模块量化不确定性并支持分布变化下的可靠部署。对基准分发系统的大量实验表明，与传统的特定于拓扑的模型相比，所提出的框架将泛化精度提高了 18.7% 以上，将预测误差降低了 22.4%，并将推理速度提高了 35.2%。这些结果表明，所提出的大模型范例为未来自适应能源系统在固有拓扑不确定性下的实时运行提供了可扩展、稳健且实用的解决方案。
031300d5b2630c32,PVDINO：通过视觉基础模型和双流边缘挖掘从高分辨率遥感图像中提取光伏板,
5cef313505d002cc,电池储能的高频盘中交易,在连续的日内电力市场中，最大化电网规模电池储能系统的收入需要能够在新信息到来时立即抓住交易机会的策略。本文介绍并评估了一种计算效率高、频率高的电池储能系统滚动内在交易策略在日内电力市场上的实现。通过将已建立的滚动内在逻辑与完整的限价订单簿表示和快速动态规划近似相结合，我们的方法明确考虑了持续更新的买入和卖出报价列表、市场规则、退化的线性近似以及其他毫秒分辨率的技术参数。标准滚动内在策略适用于连续的日内电力市场，并使用动态规划近似来求解，该近似比精确的混合整数线性规划解决方案快两到三个数量级。对一整年的德国订单簿数据进行的详细回测表明，所提出的动态规划公式不会减少交易利润，并使策略能够对每个相关订单簿更新做出反应，从而实现现实的快速回测。我们的结果显示了高频交易的巨大收入潜力：我们的策略比每小时仅重新优化一次的策略收益高出 58%，比每分钟重新优化一次的策略收益高出 14%，这凸显了利润主要取决于交易速度。此外，我们利用算法的速度来训练
84e92f26659d4432,数据驱动的混合动力电动汽车充电基础设施优化：从跨城市需求预测到动态分配,
09bfe37cce1c1f16,储能可以减少碳排放吗？,
c8ca203dfd151f6a,将电流失配转化为优势：抑制迟滞并提高两端钙钛矿/硅串联太阳能电池的运行稳定性,
8552a9981ce8382c,动态负载条件下近零能耗建筑混合可再生能源系统自下而上的能源-经济-环境-可靠性优化框架,
8508718ba8cbbef4,使用宽带电化学阻抗谱估算无气体计量 PEM 电解槽的制氢效率,
7b2a08cc32ff7cb0,并网当地能源社区内集群式 IBR 的协调电力监管,
535492f1e8b698b4,进水和可再生能源不确定性下梯级水电并网系统短期调度的自适应态势感知模型,
c59fa6836a332185,缩小高温差距：通过综合能源系统实现工业电力和工艺热的共同脱碳,
fc21460b4774ffc1,消费者什么时候会因可变电价而蒙受损失？,
5c211a124d00f103,霍尔木兹海峡中断、地缘政治争端强度和欧洲燃料市场基于布伦特原油的对冲有效性：来自 DCC-GARCH 方法的经验证据,
4b9a5f8ea8fdc917,欧盟的环境税和生物燃料生产：不同生产商规模的异质效应,
f95cf2cb94b8d2d4,当多元化失败时：地缘政治蔓延和欧洲能源转型中隐藏的脆弱性,
ec7850f30c44b52a,欧洲绿色新政中能源多样化和环境可持续性的关键挑战：来自欧洲国家的经验证据,《欧洲绿色协议》将能源多样化和环境可持续性确定为实现安全、有弹性和气候中性的能源系统的两个核心支柱。尽管之前的研究分别考察了环境可持续性和能源转型的决定因素，但关于能源多样化、全球化、金融发展、自然资本和结构变革如何在欧洲绿色新政框架内共同塑造环境可持续性的证据有限。本研究通过调查 1995 年至 2023 年期间 26 个欧洲国家环境可持续性的宏观经济决定因素来弥补这一差距。该分析采用动态系统 GMM 作为主要估计方法，并辅以 CS-ARDL 来检查长期关系，并采用具有 SHAP 可解释性的机器学习模型来评估解释变量的相对重要性。结果表明，随着时间的推移，环境可持续性具有很强的持久性。结构变化是唯一重要的短期决定因素，而能源多样化和政治全球化表现出显着的负面长期影响，而金融发展和自然资本对环境可持续性没有表现出强大的长期影响。这些研究结果表明，除非有可再生能源部署、技术创新和有效的环境治理的支持，否则单靠能源多样化并不能保证环境的可持续性。通过将动态计量经济学技术与可解释的机器学习相结合
25eb665ff820eec5,成长型企业和碳强度：环境税收政策和绿色技术创新生态系统重要吗？,
13ed4c5cc988ee3d,能源转型和气候脆弱性：地缘政治分裂时代的能源政策,
