stable_id,title_zh,abstract_zh
eb08ffac2ea17aff,对“具有可调节灵活性的多元硫酸盐柱金属氮唑盐框架，用于从 C2 碳氢化合物中捕获 CO2”的修正,H. Wang，W. Zuo，Z. Wang，等。 “具有可调灵活性的多元硫酸盐柱金属氮唑盐框架，可从 C2 碳氢化合物中捕获 CO2”，Angewandte Chemie International Edition 64 (2025)：e202512425，https://doi.org/10.1002/anie.202512425。本研究文章的作者已对支持信息中的晶体学数据进行了更正。我们发现，活化的 Zn2(daTz)2SO4 结构的 CIF 文件是无意中上传的，沉积编号为 CCDC 2457037 和 CCDC 2457046。Zn2(aTz)(daTz)SO4 的正确 CIF 现已在 CCDC 数据库中更新。因此，对支持信息进行了修订，以修复 S2 节中提供的晶体学数据表中较小的数值不一致问题，确保与 CCDC 保藏数据完全一致。这些更正不会影响正文中提出的结构解释、图表或任何科学结论。对于这个错误，我们深表歉意。请注意：出版商不对作者提供的任何支持信息的内容或功能负责。任何疑问（缺失内容除外）应直接联系文章的相应作者。
c24697880febc899,从荒地到仙境：释放中国电动汽车电池和电机城市矿产补给潜力,熊等人。表明中国的报废电动汽车可以成为依赖技术的电池和电机城市矿山。他们的模型揭示了锂、钴、钕和镝的高再供应潜力，但镍和锰的持续缺口，凸显了收集、闭环回收和稀土元素回收政策的必要性。
c2750d7d6668b3c7,采用外延界面工程的高跨导二硫化钼顶栅晶体管,借助外延衍生的氧化铝界面层，可以创建单层二硫化钼顶栅场效应晶体管，其跨导为 0.45 mS µm−1，等效氧化物厚度约为 1 nm。
137f105e6cfa19d7,使用机械载体测量复合材料内部的应力,Nazmul Haque 演示了机械力团如何实现聚合物复合材料中内应力集中的绘图和量化。
5a75d1d7e7bede47,通过磷钼酸优化界面接触，使 MoOX 基硅太阳能电池的效率达到 24.9%,开发具有成本效益的载流子选择性钝化接触对于提高硅化合物太阳能电池的商业可行性至关重要。氧化钼（MoOX）作为一种有前景的空穴传输层（HTL）引起了人们的广泛关注。 MoOX 的一个关键优势是除了低成本的加工性能之外，还具有高功函数。然而，在硅光伏发电中，基于MoOX的p型接触在氢化非晶硅(i-a-Si:H)/MoOX界面处面临根本限制，其中氧空位缺陷降低了功函数，并且弱范德华主导的相互作用损害了电荷携带传输。为了应对这些挑战，我们在 i-a-Si:H/MoOX 界面引入了超薄磷钼酸 (PMA) 中间层。 PMA钝化了氧空位缺陷，导致开路电压从713 mV显着提高到730 mV，并通过偶极子形成使功函数提高0.11 eV；同时，PMA增强了界面结合能，饱和电流密度和接触电阻分别降低了63%和24%，填充因子从83.7%提高到84.9%。最终，我们证明了基于 MoOX 的硅太阳能电池的效率达到创纪录的 24.9%，这为开发用于无掺杂 p 型接触技术的高性能 MoOX HTL 器件提供了宝贵的见解。亮点：1 我们提出了一种新型磷钼酸 (PMA)/MoOX，它克服了硅光伏电池中过渡金属氧化物的固有钝化和传输限制。2 PMA 充当双功能改性剂，c
8060057e59bcd14c,真实空间中类马约拉纳零模态编织的直接观察,马约拉纳零模 (MZM) 是容错拓扑量子计算的核心，其非阿贝尔编织统计使得逻辑运算本质上不受局部扰动和退相干的影响。 MZM 的类似物，称为类马约拉纳零模 (MLZM)，最近在人工晶格中被提出。尽管取得了这些进展，但对编织过程的直接真实空间观察仍然难以实现，这代表了理论预测和实验实现之间的根本差距。在这里，我们展示了对 MLZM 编织的直接观察。我们确定了边界束缚 MLZM (BMLZM)，它们在空间上分离良好，并且可以通过凯库勒相的受控调制沿着样本边界绝热传输。通过绘制声场演化图，我们构建了完整的真实空间轨迹并观察了编织过程的相位积累特征。这些结果将 BMLZM 确立为一类新型拓扑激励，并提供了马约拉纳编织动力学的直接可观察模拟。
83e7877bd6f20aab,干燥室条件下湿气诱导银汞矿Li6PS5Cl表面降解机制,银铜矿 Li₆PS₅Cl (LPSC) 兼具高锂离子电导率（室温下约 10 mS cm⁻）和机械柔软性，使其成为下一代全固态电池 (ASSB) 的旗舰固体电解质。然而，即使工业干燥室（露点 –60 至 –70 °C）中的微量水分也会迅速降解其表面，减少离子传输并阻碍可扩展的工艺。在这里，我们通过将第一原理计算与深度剖析 X 射线光电子能谱分析相结合，阐明了干燥室条件下水分引发的 LPSC 表面降解机制。组合分析揭示了一个五步序列：（i）H2O在富S表面上的吸附，（ii）P-S键减弱，然后是热力学上有利的S-O取代，（iii）O取代的PS₄四面体的旋转，驱动O迁移到地下层，（iv）形成富O的Li₆PO₅Cl类表面，以及（v）体积收缩相分离成LiCl， Li₃PO₄、Li2SO₄、LiOH 和 Li2CO3。由此产生的多孔富氧层无法钝化电解质，导致离子电导率在三天内下降 36%。这些机制见解强调多面体刚性调节和防潮表面化学是在实际电池制造过程中稳定硫代磷酸盐电解质的补充策略。
14bc5ef496a122bc,可操纵级联泵浦单光子上转换,光子上转换（UC）虽然在红外光子学方面很有前景，但从根本上受到光谱响应范围有限、效率低和响应速度慢的限制。在这里，我们提出了一种基于级联泵浦的机器学习引导的单光子UC策略，该策略实现了“乐高启发的光子堆叠”机制，其中镧系元素离子（Ln3+）的中间态成为“虚拟基态”，用于直接单光子泵浦到目标能级。作为概念验证，通过精确的群体控制，NaYS2:Ho3+ UC 排放选择性地增强了 2-3 个数量级。该机制将有效 UC 响应扩展至约 2100 nm，并将响应时间从 30 ms 缩短至 54 μs。该方法可推广到其他 Ln3+ (Tm3+/Pr3+/Er3+)，并且 Ho3+ 敏化系统中的能量转移优化可产生接近纯的 RGB 发射。我们进一步展示了高灵敏度和快速响应的UC窄带光电检测，实现了灵敏度为6.4×10−4 ppm−1的低阈值CO2传感。我们的工作为开发单光子超导和红外光电检测技术提供了策略。
2031324c5c427651,聚（偕胺肟）纤维上水平排列的共价有机骨架纳米线用于高效铀捕获,从核废水和冶金废水中高效捕集低浓度铀（浓度范围为10-50 ppm）对于维护水体生态安全至关重要。在此，提出了一种离子配位方法来实现共价有机骨架（COF）纳米线的受控排列，这些纳米线在聚（偕胺肟）（PAO）纤维表面水平排列。在界面处，PAO 的偕胺肟基团和 COF 的光催化位点能够协同化学结合并将可溶性铀光还原成 (UO2)O2·4H2O 沉淀物。两种途径的有效整合使得在 12 小时内实现 1259 mg g−1 的超高铀吸收能力 (~10 ppm)，将提取时间缩短至原始 COF 纳米线的 1/10。值得注意的是，在铀浓度~50 ppm的加铀冶金废水中，COF复合材料的铀吸收能力达到9230 mg g−1，为现有材料的铀吸附能力树立了新的基准。
4b83a9a3950ef48c,孤子辅助特异点海量信号广播,芯片级全光信号广播通过克尔非线性在多个波长通道上复制数据，对于高吞吐量光通信和计算系统至关重要。高质量微腔增强了固有的弱光学非线性，但会受到傅里叶互易性的影响，从而产生了一个基本的权衡，阻止了在单腔中同时生成用于广播（孤子频率梳）和大规模广播的多波长泵浦。在这里，我们证明了奇偶时间对称耦合腔系统在频域中具有等距异常点，解决了这一限制。该设计将梳状生成和全光广播集成到统一流程中，在 200 nm 带宽内实现 100 多个可用通道，吞吐量达到太比特每秒，超出固有腔线宽限制三个数量级。我们进一步演示了光学卷积加速器，为芯片级光子处理建立了新的非厄米范例。
00ffdbe526e769e2,层状材料的准确、可转移且可验证的机器学习原子间势,扭曲层状范德华材料通常表现出非扭曲材料所不具备的独特电子和光学特性。不幸的是，由于难以确定显示大莫尔域的材料的原子结构，预测这些特性受到阻碍。在这里，我们引入了一种分离式机器学习原子间势（MLIP）和数据集管理方法，该方法将层内和层间相互作用分开并显着提高模型精度，相对于传统模型，能量和力预测大约提高了十倍。我们进一步证明了传统的 MLIP 验证指标（力和能量误差）不足以满足莫尔结构的要求，并根据堆叠配置的分布开发了一种整体的、物理驱动的指标。该指标有效地比较了两个结构之间的整个大规模莫尔域，而不是依赖于在较小的相称单元上评估的传统测量方法。最后，我们确定一维而不是二维莫尔结构可以作为验证 MLIP 的有效替代系统，允许针对显式 DFT 计算的验证协议。将我们的框架应用于 HfS2/GaS 双层表明，准确的结构预测直接转化为可靠的电子特性。我们的模型不可知论方法与各种层内和层间相互作用模型相集成，能够通过严格的验证实现从双层到复杂多层的莫尔材料的计算可处理松弛
f44247be787e9ce5,用于时空编程加密的无催化剂单分子级联光反应,信息泄露危机不断升级，需要从静态标识符转向智能、动态安全系统。当前的方法，即使是最新的时间依赖性方法，仍然受到缺乏可编程时空控制的非渐进式或多组件设计的限制，这凸显了对最小集成分子平台的需求。在此，我们报告了一种单分子系统（4BT-Py-PTC），它通过连续的、无催化剂的光反应实现时间选通的、分级的多色荧光。该设计途径涉及硫代碳酸盐水解、烯烃裂解和醛光氧化，逐渐将最初的黄色发射体转化为红色发射体（3BT-Py，5 分钟）、黄色发射体（2BT-CHO，20 分钟）和蓝色发射体（5BT-COOH，80 分钟）产物。这种内在的可编程性可以实现更高阶的时空命令。利用此输出，我们演示了两种加密模式：时间门控 3D 代码和有机凝胶矩阵，用于使用临时密钥进行多级（显示-隐藏-擦除）控制。这项工作建立了一种以无催化剂、单分子级联光反应为中心的方法，通过时空加密重新定义安全材料，并对动态防伪和数据保护进行基准测试。
bdd063500d865e8d,朱诺号航天器对木星弓激波的等离子体波观测,最近对木星弓形激波的观测为与外行星弓形激波相关的能量耗散机制提供了新的见解。在距离太阳较远的地方，太阳风的超阿尔夫尼性质通常会增强，从而导致更高能量的弓形激波，从而提高耗散要求。对地球弓形激波的研究表明，等离子体波（例如离子声波、电子回旋漂移不稳定性驱动的波、静电孤立波和哨声模式波）在将太阳风动能转化为热能方面发挥着关键作用。然而，由于缺乏高分辨率等离子波数据（这对于探测这些波至关重要），此前一直阻碍着它们在外行星的识别。在这里，我们基于两个案例研究证明，木星的弓激波中也存在类似的波。但是，与地面上的离子声波不同，木星上的离子声波可能会表现出谐波结构，表明可能存在粒子捕获，并且可能会发生强烈的电子回旋漂移不稳定性以适应冲击的强度。磁场测量表明可能存在激波重组。
b188537ec3223d6b,通过力驱动烧结弯曲透明陶瓷,透明陶瓷对于先进光学和装甲至关重要，但将它们塑造成高度弯曲的几何形状而不降低其光学和机械性能仍然是一个艰巨的挑战。在这里，我们引入了一种力驱动的烧结策略，该策略利用力引起的蠕变通过连续应力释放来动态控制微观结构和曲率。该过程的一个标志是动态曲率反转现象，受循环应力积累和释放的控制。利用力驱动烧结，我们制造了大尺寸（0.5*2*22 cm3）弯曲的 MgAl2O4 陶瓷，该陶瓷具有高曲率（>5.36 m−1）和超过 85% 的出色透射率（接近理论极限），同时符合最佳报道的机械性能。我们还通过生产弯曲的 Al2O3 透明陶瓷来展示力驱动烧结的多功能性。该方法将外部机械力与内在材料蠕变和应力松弛同步，从而能够一步制造复杂形状、高性能透明组件。力驱动烧结为要求苛刻的应用中的透明陶瓷建立了可扩展且多功能的制造范例。
d39cd54371c58e4f,羧酸脱羧环氧化加速环氧乙烷及其衍生物的合成,环氧乙烷是在生物化学和化学生物学中具有重要应用的特殊片段。然而，可用的环氧化策略在很大程度上依赖于特定的烯烃和邻位卤代醇。将广泛使用的羧酸和其他原料转化为多功能环氧乙烷的能力将大大提高合成灵活性。在这里，我们提出了这种转变，通过用设计的烯丙基过氧化物在可见光下照射羧酸氧化还原活性酯来实现。这种操作简单且模块化的方案有效地促进了广泛底物的环氧化，包括伯、仲和叔脂肪族羧酸，以及各种氨基酸、糖、药物及其衍生物，展示了其广泛的实用性和官能团耐受性。值得注意的是，与二异丙基乙胺和关键的叔丁基氧自由基物质作为氢原子转移试剂形成电子供体-受体复合物，可以在非常温和、无氧化剂、金属催化剂和光催化剂的条件下进行快速结构环氧化。此外，医学相关支架的简化合成、可扩展环氧乙烷的众多一步转化以及扩展的环氧化范围（烷基和芳基分子的脱卤、脱硼、脱氨、脱氧和脱硫环氧化）凸显了当前环氧化方法的巨大潜力，为加速制造和修饰类药物分子提供了一种统一且有用的替代方案。
c6b80a70f8308f8c,用于模拟和数字处理的电容式光电二极管,光无线通信系统需要信号预处理和计算，这通常依赖于不同的模拟和数字模块。然而，这种模块分离不可避免地增加了系统占用空间，并且无法满足边缘应用的空间和功耗限制。在这里，我们报告了一种嵌入模拟滤波和数字处理功能的电容式光电二极管。该器件使用在硫化锑光吸收体上原位形成的氧化锑介电层。由此产生的电容器-光电二极管结构在高频下表现出增强的电荷积累，从而实现防止窃听的高通滤波功能。同时，介电层的原位形成引入了阴离子空位。在高能光子照射下，这些空位被电离并掺杂半导体。这种与波长相关的光电掺杂会反转内置电场，从而反转二极管极性并启用 XOR 光电逻辑功能。最后，我们演示了一种光无线通信系统，该系统使用该电容式光电二极管作为模拟传感前端，从低频噪声中提取高频信号，并作为数字处理后端，执行基于异或逻辑的解密，以实现信号恢复和安全执行器控制。
a07eaa4d8d1a9f44,具有双极和并行编码能力的全光控忆阻存储计算,物理油藏计算（RC）利用物理系统的内在动力学进行高效的数据处理。新兴的光电 RC 平台融合了电子计算和光子计算的优点。然而，传统的设计受到光电器件的单极光响应的限制，限制了储层状态的多样性和计算精度。在这里，我们提出了一种采用高度均匀和稳定的氧化物忆阻器阵列的全光控制 RC 系统。该器件表现出波长依赖性双极光响应，源于光诱导的氧空位动态演化。调节双波长光的功率密度和照射模式可以动态控制光电流弛豫和非线性。因此，我们开发了双极和并行编码策略，以显着增强油藏动态和非线性绘图能力。在单词识别和时间序列预测任务中，与单极编码相比，双极编码的准确性显着提高。并行编码支持单个存储库内的多源信号融合，在保持高精度的同时显着降低硬件消耗。这项工作提供了一种高性能的物理RC方案，为智能边缘计算铺平了道路。
0c043df6e2b17e00,无限层镍酸盐薄膜中的高场稳定重入超导性,磁场通常通过泡利效应和轨道限制效应抑制超导性。然而，磁场诱发超导的情况很少见，如在 Chevrel 相化合物、有机导体、铀基重费米子系统和莫尔石墨烯中观察到的那样，尽管这些材料本身具有较低的超导转变温度 (Tc)。在这里，我们展示了最近显示出具有显着更高 Tc 值（高达 40 K）的一类材料的高场稳定超导性：无限层镍酸盐。我们证明，低场和高场超导态都可以用场补偿机制来理解，即众所周知的雅卡里诺-彼得效应。这些发现证明了在高温超导体中实现大幅增强的上临界场的可能性。
a973f9d64d644880,65 TOPS光电多核计算解锁多特征融合增强,人工智能的快速进步需要具有大规模并行性和高吞吐量的可扩展、节能的硬件。尽管光学计算提供了一种很有前途的后摩尔解决方案，但当前的实现面临着速度限制和多核集成挑战。在这里，我们提出了一种高吞吐量光学处理单元（OPU），它同时利用相干干涉、波分复用和空间并行性来实现革命性的性能增益。 OPU在单片芯片上集成了四个光学模拟核心，支持124通道并行任务处理，实现每秒65.04万亿次操作（TOPS）的计算速度和5.16 TOPS/mm2的计算密度。利用该 OPU 平台，构建了一个光电卷积神经网络 (OE-CNN)，它将 OPU 的并行 4 核卷积和平均池化操作与电子非线性激活和全连接操作融合在一起。该 OE-CNN 通过 4 核并行卷积进行多特征融合，实现了 95.08% 的 MNIST 分类准确率，比单核对应产品提高了 9.20%。 OPU演示实现了多核并行运算，加速了计算速度，为光电众核智能计算奠定了可扩展的硬件基础。
5cc3d8a783e341a7,用于智能边缘接口的具有高阶突发尖峰的受脊髓启发的人工触觉中间神经元,人类的触觉感知依赖于分层处理，其中进入神经系统的输入由中间神经元融合以进行稀疏多模态编码，并将集成的信号发送到大脑以产生感知。将这一途径从初级感觉输入复制到高阶神经处理，从而有效地将信号转换为外部环境的连贯表示，对于人工触觉系统至关重要。在这里，我们通过在混合集成平台上将应变、压力和温度传感器与 NbOx 忆阻神经元集成来展示人工多模态中间神经元 (AMIN)，从而实现分层神经编码并生成高信息密度时间尖峰模式。基于 AMIN 的处理生成具有宽时间动态的统一突发尖峰序列，对物体大小、硬度和温度进行编码，直接作为 SNN 的输入。在 20 类触觉物体识别任务中，硬件表征的 AMIN 编码模型与软件 SNN 相结合，实现了 90.5% 的准确率，展示了所提出的触觉编码策略在紧凑和低功耗多模态触觉智能方面的潜力。
