stable_id,title_zh,abstract_zh
6c32271128cf0f8f,附带影响：中美紧张局势和第三国能源转型,
6d3b59495aa3e471,具有深度代表性的风电预测：一项调查,
2c2fad91236b6aff,多工况下质子交换膜水电解膜电极组件的动态降解机理,
387abed42e3e488e,基于深度学习的核电厂健康监测和预测：系统评价,
3886c28077ca1f0e,低碳未来和全球脱碳的能源建模,
d30eb1bd133d3ab9,电化学过程驱动的锂离子电池回收和再生技术综述,
f06f49c93607fc54,使用神经网络集成增强并联电池模块中的电流分布估计,
de40a95aa9a31bab,光谱选择性 c-Si 农用光伏模块：评估新方法,
9f66c8a229a21144,使用贝叶斯优化的 LSTM-XGBoost 融合模型预测汽车 PEMFC 堆栈的高频电阻,
c8dc78daeefa1a87,海上混合风浪能转换系统的稳态动力学,
54fb97cfd64f2041,气候变化下住宅建筑屋顶光伏发电的时空供需匹配：跨气候区评估,
bc5ae49b62808770,非唤醒和唤醒条件下风力发电机的动态响应,
a2ddef5723c848fe,在共享变压器约束下协调多个充电服务提供商之间的电动汽车充电：容量分配和滚动优化的两阶段框架,
6f68c11a998ef99d,集成多尺度建模和协调工厂平衡优化，以最大限度地提高重型燃料电池电动汽车的车辆系统效率,
6964abcac36a8105,数字孪生驱动的深度强化学习分布式储能集群协调调度与状态预测,
b8a4d164c804f753,配电网共享储能的自适应风险差网络定价,
93ab750fa26d9109,利用地热驱动的有机朗肯循环改造废弃油气井发电,
c107f567ff706bb1,地缘政治风险、绿色金融和环境技术动态如何塑造金砖国家经济体的能源三难困境？,
98a4ab2d2160ed65,具有领导者驱动的梦想优化算法的电动汽车充电站动态定价的随机模拟框架,
5e6b786aa7ac3fe5,用于风力涡轮机尾流预测的物理信息神经网络：不同数据密度下的约束层次结构,
3dd339c65c5428df,通过电网现代化缓解能源贫困：中国特高压输电项目的微观证据,
71307589caf9dc11,绿色证书和碳排放交易如何影响清洁能源投资？进化博弈模型的证据,
b339f010cb8bde1a,协调财政弹性与低碳能源目标：斯里兰卡的碳调整燃料定价,
c5af8350d96a9d42,用于在深空环境中可靠发电的有机光伏电池,"摘要
                  有机光伏 (OPV) 电池重量轻、灵活且具有高比功率，是深空能源发电的一种有前景的解决方案。然而，它们在如此极端条件下的实际操作仍处于起步阶段。在这里，我们揭示了低温重塑了 OPV 电池的固有能量和电荷动力学。随着温度降低，态密度变窄，准费米能级分裂增加，从而提高开路电压。然而，驱动力的降低限制了激子解离和电荷传输，凸显了对具有增强驱动力的下一代有源层的需求。同时，通过界面偶极效应促进电荷提取的阴极中间层材料在低温下表现出优异的性能。基于聚酰亚胺基板的柔性OPV电池在这种条件下表现出显着的机械弹性。这些发现为未来深空探索高效、耐用和适应性强的光伏系统的设计提供了指导原则。"
