stable_id,title_zh,abstract_zh
ec849118a0e726c5,镍在碱性电解液中析氢反应中各个镍表面物种的作用,"摘要
                  
                    镍表面物质在碱性条件下析氢反应（HER）中的作用仍然是开发具有成本效益且高效的可持续制氢催化剂的关键挑战。在这里，我们通过精心设计的实验系统地研究明确的镍表面，以揭示特定镍物种（NiO、Ni(OH)）的贡献
                    2
                    和镍氢
                    
                      x
                    
                    ）到她的动力学。通过详细的电化学和表面表征，结合密度泛函理论计算，我们证明，与大量文献相反，NiO充当被动的旁观者，阻挡活性位点而不改变内在活性；镍氢
                    
                      x
                    
                    通过改变Ni的电子结构来抑制HER；和镍(OH)
                    2
                    通过促进水解离并在金属镍附近创建新的高活性位点来促进 HER。我们的研究结果建立了一个统一的框架，用于理解镍基催化剂的内在活性，解决文献中的差异，并为下一代碱性水电解槽的设计提供见解。"
7e01e5c677112e10,"抗癌核苷类似物 5-氮杂胞苷生物合成过程中形成 1,3,5-三嗪核心的酶促骨架编辑反应",尽管临床使用了数十年，5-氮杂胞苷的生物合成来源仍然未知。现在，负责的基因簇已被确定，揭示了通过罕见的骨架编辑和非常规的硫胺素依赖性化学将三磷酸鸟苷转化为三嗪核碱基的酶。
5a181c40f1b32d4d,使用等离子体活化解锁 CO2 和 CO 电催化还原为 C3+ 碳氢化合物和含氧化合物的反应途径,实现 CO2 和 CO 高效电催化转化为高价值多碳产品仍然是一项重大挑战。现在，等离子体活化与铜上的电催化相结合，以实现未探索的反应途径，提高 C3+ 碳氢化合物和含氧化合物的生产率。
f3979e271a1c5053,通过非厄米耗散工程实现电可编程极化子对称性破坏,天然材料的光学响应受到晶体对称性的限制，限制了可重构纳米光子器件的设计。在这里，我们通过非厄米耗散工程演示了声子极化子的电可编程对称性破缺。在由 α-MoO3 和定向碳纳米管 (A-CNT) 组成的异质结构中，我们将 A-CNT 层识别为各向异性耗散介质。在过阻尼载流子动力学的驱动下，纳米管阻止了极化子杂化，而是施加邻近感应电阻耦合。因此，A-CNT 层充当可调谐动量空间损失滤波器，选择性地衰减沿特定晶体方向的传播。通过静电门控 A-CNT 来调节其 Drude 损耗，我们实现了极化子拓扑的连续和可逆调谐，从对称双曲线到非对称剪切波前的转变。与需要严格波矢量匹配的折射率工程不同，这种耗散滤波机制允许在没有相干杂化的情况下进行拓扑整形，将耗散建立为拓扑纳米光子学和非厄米器件物理中的可编程自由度。
3821f2208e782cb4,用于甲烷直接氧化中高选择性 C-C 偶联的可切换单原子催化剂,将甲烷直接选择性转化为高附加值化工产品长期以来一直受到工业界和学术界的关注。由于需要 C-H 活化和 C-C 偶联，C2 含氧化合物的生产尤其具有挑战性。在这里，我们报道了一种带有Cu-B4位点的硼纳米片负载的Cu单原子（Cu-SAs/B），它可以有效催化甲烷转化为乙酸，选择性为97％，并且在不添加CO的情况下具有221.3 mmol gCu-1 h-1的高活性。原位X射线吸收精细结构分析表明，Cu单原子在CH4下经历可逆“转换”为Cu4簇氧化条件，实现有效的 C-H 活化和 C-C 偶联。原位光谱技术证实，这种开关行为是由 H2O2 的存在触发的，并且分别在 Cu 单原子和 Cu 簇上形成的 CH3* 和 CHO* 中间体之间发生偶联。这些发现为设计基于可切换纳米催化剂的高效甲烷氧化催化剂提供了概念证明。
9c8264ccf20e78f9,使用 Janus 钯膜电极进行定向异质氢化物转移可实现选择性 CO2 还原,电化学 CO2 还原通常受到质子耦合电子转移的限制，质子耦合电子转移本质上将 CO2 转化与竞争性 H2 析出反应交织在一起。在这里，我们介绍了一种 Janus 钯膜电极，它通过异质氢化物转移实现选择性 CO2 还原，从而规避质子耦合电子转移。该膜在空间上将氢气的生成与二氧化碳的还原分开，并独立地极化面向二氧化碳的界面，将渗透的氢原子转化为具有可调水度的 Pd-H 物质。该设计可维持从水到二氧化碳的定向氢化物通量，从而在温和的阴极极化下实现高度选择性的甲酸盐生产。我们在水性电解质中实现了出色的法拉第效率和周转频率，而同位素标记实验证实氢化物转移是主要的反应途径。连续的氢气输送可稳定电极的富氢表面，抑制 CO 的形成并实现稳定运行。该电极在水性电解质和完全非质子电解质中成功还原二氧化碳，为在质子介导的电催化之外获得非均相氢化物反应性提供了一条通用途径。
2233b6dd08276cb0,基于五层范德华异质结构的具有分级隧道势垒的高性能隧道结选择器,使用五个垂直堆叠的范德华层，可以创建隧道结选择器，该选择器具有高于 107 的非线性度、超过 1012 个周期的耐久性、小于 20 ns 的开关速度、最小的温度依赖性和较低的器件间变异性。
e42f16c1bc86c9ba,用于废水处理中厌氧氨氧化-反硝化耦合的3D打印活性材料,硝酸盐积累限​​制了废水处理中厌氧氨氧化脱氮的可持续性。这项研究表明，具有空间限制的 3D 生物打印工程活性材料可以通过增强厌氧氨氧化细菌和反硝化菌之间的交叉喂养来实现完全脱氮。
e9e77d04278a28dc,从灌溉水到农田的氮输入的全球分析,灌溉作为农田活性氮的来源通常被忽视。然而，富含硝酸盐的灌溉水占全球农业氮预算的很大一部分，在施肥和灌溉策略中应予以考虑。
7e6a9f11ee6335a8,作者更正：树种丰富度与森林光合作用的长期增加有关,
f90288a140e50ded,世界银行优先考虑可重复性是正确的,开发银行和其他机构开始发布和验证其研究报告和论文所附的原始数据和代码。其他机构也应该这样做。
087073312127ae10,开尔文温标的创造者威廉·汤姆森取得了许多科学进步,这位物理学先驱提供了一种描述温度的新方法，以及本周从《自然》档案中挑选的研究化石足迹的价值。
5089debc8072d848,限制对预测市场的临床试验结果的押注,给编辑的信。
e15184cae9af8d01,改革中国研究的副业,给编辑的信。
c3d4ecb7b8427163,将患者置于医疗人工智能治理的中心,给编辑的信。
1c59d99f21ebada1,中国新石器时代的地形可达性和原始城市聚落组织,"摘要
                  城市是从早于正式道路、成熟国家和制度化城市治理的聚居系统中诞生的，但这些原始城市系统的大规模空间组织仍然知之甚少。在这里，我们将新编译的地理参考考古数据集与根据地形得出的陆上可达性测量相结合，研究地形衍生的可达性与公元前 5000 年至 2000 年中国新石器时代的聚落组织之间的关系。公元前 5000 年至 2500 年期间，定居强度越来越集中在可通行的走廊上。公元前 2500 年至 2000 年期间，这种关联急剧减弱，尽管空间集群仍然很强，并且定居点的主要集中度转向中等可达性环境。这些发现表明，在成熟的国家和正式的交通基础设施之前，地形的可达性就构成了原始城市聚落组织，但这种关系在历史上是偶然的而不是固定的。它们提供了东亚的长期视角，探讨随着居住系统变得更加复杂，如何重组城市发展的空间基础。"
7e431c293908b1e1,中国海绵城市发展降低了与洪水相关的细菌性痢疾风险,洪水加剧了细菌性痢疾的风险，尤其是弱势群体。采用案例交叉和准实验方法对中国 420 万个案例进行分析，发现海绵城市建设后风险降低了 12.2%，特别是在基础设施薄弱的地区。
1a8acce9e4a0a413,景观如何塑造建国前中国城市的空间基础,在中国出现一个庞大的、一体化的国家之前，原始城市聚落系统为城市的出现提供了空间基础。从中国新石器时代的考古遗址重建的聚落模式揭示了地形衍生的可达性如何构建这些系统，以及随着中国走向国家形成，这种关系如何发生变化。
c05454001022a361,建筑层面权重的全球特征揭示了城市物质不平等,包含 6.06 亿个建筑物的全球建筑级数据库显示，正在使用的材料有 835 Gt，并且高收入和低收入国家之间的分配存在巨大不平等。在规划城市时选择高效利用材料的城市形态有助于减少未来的建筑材料需求。
a49179fd56210069,出版商更正：用于体内 CAR T 生成的固有 T 细胞激活 mRNA 递送载体,
c5b2c90653ede411,通过粘流加工石墨烯纤维,甘油中的氧化石墨烯片具有聚合物般的粘弹性，可在湿纺过程中实现超高倍率拉伸，从而生产出具有良好热性能和机械性能的石墨烯纤维。
53fdb479567396d1,CAR T 细胞疗法的推动力,聚合物脂质纳米颗粒载体利用嵌合抗原受体 (CAR) mRNA 被动靶向、激活和转染体内 T 细胞，用于纤维化治疗。
b78301e5c91458b2,具有高导电性和可靠性的单晶 CoSi 半金属,随着最先进的铜互连的尺寸缩小到纳米级，载流子散射大大增加了它们的电阻，导致信号延迟和可靠性问题。因此，需要替代导体来维持超出传统电荷传输机制的互连缩放。在这里，我们展示了用于高度可扩展、导电且可靠的互连的 CoSi 半金属。随着CoSi厚度从1μm减小到~20nm，由于高导电表面路径，其电阻率从7.0减小到0.72μΩ·cm。 20纳米厚的CoSi的室温电阻率是同厚度铜的十分之一。 CoSi 的高内聚能 (5.4eV) 和迁移势垒 (3.7eV) 使其在高达 108Acm-2 的电流密度和高达 450°C 的温度下具有出色的可靠性。射频测量展示了 CoSi 互连在高达 40GHz 的频率下运行。我们进一步将 CoSi 互连与 16 nm 节点硅环形振荡器集成，该振荡器的工作频率与其金属互连对应物相同。
fca2fb5fc84157ca,DeepMind 的新基因组“图谱”绘制了所有 90 亿个人类基因突变的影响,AI 模型 AlphaGenome 可以预测改变​​人类基因组中每一个 DNA 字母的后果。
7b858a603153f6b6,使用无膜结构进行电化学介导的碳捕获,这项研究报告了一种用于电化学介导碳捕获的无膜架构，该架构使用固态反电极来解决离子交换膜的局限性。该研究还表明，不需要的电荷损失是由固体中的离子扩散控制的，而不是仅仅由热力学控制，为碳捕获和相关能源技术提供了实用的材料设计原理。
7b96b19dc72ee126,作者更正：组蛋白 3 赖氨酸 27 去甲基酶在急性淋巴细胞白血病中的对比作用,
0ac31f8b8feb7cdd,儿童死亡后，中国的快速临床试验成为人们关注的焦点,新的政府政策寻求平衡创新和安全。
b507f24d57afb1dc,尼泊尔灾难敲响了认真对待复合气候风险的警钟,给编辑的信。
dddf07a4b09a12f1,6 亿栋建筑的重量揭示了全球城市物质不平等和效率路径,城市化正在迅速增加全世界建筑物中材料的积累。这项研究对全球 6 亿多座建筑进行了绘制，结果表明，城市形态和富裕程度对物质存量增长模式有着至关重要的影响。
4d5ac05da85b5edc,出版商更正：边缘共享 RuO2 单层用于稳定和低过电势酸性水电解,
