stable_id,title_zh,abstract_zh
7466a1ea6392db7b,讣告：日本首位诺贝尔生理学或医学奖获得者利根川进,无畏的分子生物学家揭示了抗体和记忆的运作原理。
789841f0d0c66b0e,过去是一罐打开的蠕虫：一个刺激记忆的展览,一个失落的世界。
48c7286b8abb97f8,在 20 世纪 30 年代和 1940 年代，受益于美国政府支持的抵押贷款的黑人相对较少,美国 38 个州最新数字化的抵押贷款记录揭示了 20 世纪 30 年代和 1940 年代两种抵押贷款计划中存在的深刻的种族不平等。这些贷款得到了联邦住房管理局和退伍军人管理局的支持，主要促成了理想化住房所有权的美国社会的出现。然而，黑人家庭被系统性地排除在获得此类贷款之外。相比之下，移民获得的抵押贷款与其人数成正比。当时主要来自欧洲的移民在美国的贷款接受者中所占比例。
2cbcd74d203b333a,线粒体代谢和表观遗传串扰驱动 SASP,"摘要
                  
                    衰老细胞部分通过衰老相关分泌表型（SASP）促进组织功能障碍
                    1
                    。胞质线粒体核酸激活先天免疫信号以启动这种炎症程序
                    2,3
                    。在这里，我们表明线粒体代谢提供了第二层控制，可以执行炎症程序。在衰老细胞中，线粒体丙酮酸-柠檬酸-乙酰辅酶A轴上调，增加了乙酰辅酶A支持SASP基因组蛋白乙酰化的可用性。虽然线粒体 DNA 驱动的信号传导会激活炎症转录因子，但乙酰辅酶 A 的可用性对于 SASP 基因的稳健转录是必需的。因此，提高乙酰辅酶A水平会促进SASP基因表达，而抑制线粒体柠檬酸输出蛋白SLC25A1会减少SASP位点的组蛋白乙酰化，从而限制该程序的活性。在体内，抑制 SLC25A1 会降低 SASP 位点染色质的可及性，抑制炎症并延长老年小鼠的健康寿命。总之，这些发现确定了一个线粒体代谢检查点，该检查点能够实现先天免疫信号的表观遗传执行，揭示了一种选择性控制衰老细胞炎症输出的机制。"
e1fb7bfdc588b43e,多种细菌模式识别受体感知核心噬菌体蛋白质组,"识别细胞内的外来分子对于生命各个领域的免疫至关重要。 STAND NTPase 超家族1,2 的蛋白质，包括真核NOD 样受体，在此过程中发挥核心作用3,4。在细菌和古细菌中，尽管有几个 STAND 家族能够感知噬菌体蛋白 5-9，但它们的功能多样性在很大程度上仍未被探索。在这里，我们对原核 STAND NTPase 进行了系统的系统发育分析，并鉴定了至少 90 个与抗病毒防御相关的结构不同的家族。我们首先证明未表征的 Avs7 家族可以识别有尾噬菌体的主要衣壳蛋白 (MCP)。肠沙门氏菌 Avs7 的三种低温电子显微镜结构揭示了一种不对称的蝴蝶形四聚体，该四聚体通过 MCP 诱导的大构象变化逐步组装，将细菌延伸因子 Tu (EF-Tu) 作为增强防御的结构成分。通过对 687 个噬菌体基因库进行遗传筛选，我们进一步表明另外 13 个 STAND 家族可感知 13 个保守的噬菌体蛋白，涵盖尾噬菌体的大部分核心结构和复制成分。其中包括 2 个不同的 MCP 传感家族（Avs8 和 Avs10）和其他 11 个（Avs11-21），它们分别识别入口、入口适配器、尾喷嘴、头尾连接器、尾部终止子、尾管蛋白、尾部组装伴侣、卷尺蛋白、DNA 聚合酶、解旋酶/RecA 型 ATP 酶和单链 DNA 退火蛋白。总之，我们的研究结果揭示了宿主因子重新利用和建立的机制"
ea1d6b3d3465a2cd,使用 Raygun 微型化和修饰天然蛋白质,蛋白质通过协调的替换、插入和删除已经进化了数十亿年，但计算蛋白质设计无法完全复制自然界从现有模板设计新蛋白质的能力。蛋白质语言模型1-3生成信息丰富的每个残基表示，但利用它们进行大规模、功能保留的序列修饰仍然遥不可及。在这里，我们介绍 Raygun，一种生成人工智能框架，它使用从语言模型嵌入构建的蛋白质序列的概率编码来实现蛋白质的小型化、修改和增强。我们的关键概念进展是将每个蛋白质编码为固定维度中的概率分布，而不是高维空间中可变长度的序列，从而使任何长度的蛋白质都可直接通约。 Raygun 仅受两个控制取代和长度变化的参数控制，可以将蛋白质缩小 10-25%（有时超过 50%），将其扩展至超出其自然大小，并引入广泛的序列多样性，同时保留预测的结构完整性和功能位点。在基于细胞的验证中，Raygun 微型化了荧光蛋白（2 比 FPbase 中 96% 的荧光蛋白短）和 TurboID（一种已广泛应用于蛋白质组学的合成生物素连接酶）。它还扩展了表皮生长因子 (EGF)，产生了比野生型具有更高 EGFR 结合亲和力的变体。这些结果表明，可以在与长度无关的重复中忠实地捕获蛋白质功能
ee2e82d9ecc5903b,痘病毒门复合物的原位结构,"摘要
                  
                    痘病毒是一个大型、复杂的双链 DNA 病毒家族，其中包括人类病原体，例如天花（天花的病因）和猴痘。最近爆发的痘痘凸显了更好地了解痘病毒生物学的必要性
                    1,2
                    。痘病毒组装是一个保守的过程，涉及在成熟病毒的膜内形成双凹核心
                    3,4
                    。在这里，我们使用冷冻电子断层扫描结合亚断层平均和结构预测来确定痘苗病毒（典型的痘病毒）中门户复合体（跨越核心壁的孔）的结构和组成。该六聚体复合物由 E8、E6 和 L3 蛋白组成，这些蛋白在痘病毒中是保守的，对于感染建立过程中 mRNA 的释放至关重要
                    5–7
                    。 E6，也是病毒组装所必需的
                    8–10
                    ，形成门户的中央室并与周围的核心墙相互作用。 E8 的六聚体附着在 E6 的外侧。 L3，TRIM5α 介导的限制的靶点
                    11
                    ，作为二聚体的六聚体结合到内侧。此外，病毒解旋酶 D5 是基因组从核心释放所必需的
                    12
                    ，在感染期间通过对接至门静脉复合物的外部 E8 边缘与细胞质核心相关联。我们建议"
4db1b8f68320155d,八面体配位 Co3O4 用于酸电解水,"开发高活性和稳定的非贵金属氧化物催化剂来替代铱基材料以实现高效酸性水电解至关重要1-3。然而，传统的尖晶石钴氧化物由于非活性四面体 (Td) 和高活性八面体 (Oh) 配位位点的共存而受到内在性能的限制4,5。在这里，我们报道了一种通过真空介导熔碱机械化学方法生产的新的三角相 Co3O4 (Tri-Co3O4)，它显示出与空间群 P-3m1 (164) 的共享边缘 [CoO6] 八面体配位。三层致密结构提供了以1:2的比例位于八面体配位的Co2+和Co3+。 Tri-Co3O4 在酸性析氧反应 (OER) 中，在电流密度为 10mAcm-2 时实现了 269mV 的低过电势，比尖晶石型 Co3O4 低 181mV。在质子交换膜水电解 (PEMWE) 装置中，电池电压为 1.80V 时，它还能实现超过 1,800mAcm-2 的电流密度。催化机理表明，共边八面体配位的二维层状结构可以有效优化中间体的吸附，减少Co的溶解，从而大幅提高非贵金属催化剂的活性和稳定性。"
19de51223b8592cb,压电手性效应,"摘要
                  
                    手性是物质的普遍属性，是物理学中许多重要现象的基础
                    1
                    , 化学
                    2
                    和生物学
                    3
                    。鉴于其广泛的重要性，开发用于合理控制固态系统中手性的协议是非常可取的，特别是如果这种效应可以在两个方向上连续调节的话。然而，由于缺乏与这种结构顺序线性耦合的通用共轭场，这一目标仍然难以实现
                    4-6
                    。在这里，我们介绍压电手性效应，它可以通过机械应变控制手性。我们通过对称分析表明，单轴应变会在一大类非手性晶体中诱导手性，这些晶体在每个晶胞内含有相反手性的片段
                    7,8
                    ，迄今为止尚未认识到这一效应。应变引起的旋向性可以通过改变应变方向或通过在压缩应变和拉伸应变之间切换来调节。我们在 AgGaS 中实验验证了这种效应
                    2
                    ，使用应变下的光学活性测量。我们的发现建立了一种手性控制的新方案，其潜在应用范围包括自旋电子学、不对称催化以及生物系统中的对映选择性相互作用。"
283fafa686ccc31d,"亚马逊流域西南部有超过 20,000 处殖民前土方工程","摘要
                  
                    在亚马逊流域西南部发现了许多几何土方工程，这是前殖民文明的纪念碑建筑的证据
                    1–3
                    。这些知识有助于讨论亚马逊流域的深厚历史和前殖民城市主义、其社会文化背景和环境遗产
                    2,4–8
                    。对森林文明的地理范围和人口规模的估计仍然薄弱，因为土方工程的探测几乎完全局限于植被无法完全隐藏建筑物的森林砍伐地区。在这里，我们使用了超过 4,430 公里飞行的冠层穿透激光雷达数据，以更好地确定该地区土方工程的地理分布和数量。根据现有数据和我们的激光雷达文档，我们表明，仅这个文化区域就包含了之前估计的整个亚马逊流域的土方工程数量。我们还建议该地区的总人口在 100-300 人之间
                    广告
                    是 1.25-300 万人。如果在亚马逊流域其他地方发现类似的结果，则应该重新评估前殖民时期的总人口密度及其对当前亚马逊土壤和森林结构、生物多样性甚至某些全球气候模型的影响。"
77acb83c272e7b5b,酶促糖基化和酰胺化重塑多烯生物活性,"摘要
                  
                    由于抗菌素耐药性上升和缺乏新的抗真菌治疗方法，真菌病对人类健康构成了日益严重的威胁
                    1,2
                    。多烯是一类复杂的天然产物，由于其广谱活性而被广泛用作抗真菌剂
                    3
                    。然而，它们的临床使用因严重毒性和溶解性差而受到限制，迫切需要更安全、更有效的替代品
                    4
                    。以前生产改进多烯的努力依赖于昂贵、步骤低效和原子效率低的化学合成
                    5,6
                    。在这里，我们描述了先前未描述的多烯途径的发现和表征，包括将糖引入多烯支架的不寻常的糖基转移酶。我们还展示了如何扩大酰胺转移酶的反应范围，以将多烯的有害羧酸取代基转化为替代功能。引入第二种糖与羧酸盐修饰相结合，可产生更有效的多烯抗真菌剂，并降低毒性，可通过清洁有效的发酵或酶促途径获得。"
96724f65a4aa9593,为什么明天的纳米技术需要今天的支持,该领域似乎正处于重大进步的风口浪尖，但需要共同努力才能实现其真正的潜力。
cf37712f38cd46bd,白垩纪 zhelestid 哺乳动物是 zalambdalestoids,胎盘哺乳动物（包括蝙蝠、灵长类动物和鲸鱼的进化枝）在古近纪多样化时发展出高度多样化的臼齿，这表明它们具有肉食性和草食性等派生饮食。然而，从白垩纪真兽类到胎盘类的茎类群具有更保守的齿列——通常是具有高而锋利的尖牙的臼齿，用于食虫。 38 年前，人们发现白垩纪晚期 zhelestid 哺乳动物的臼齿具有相对较低的齿尖（bunodont），与草食性胎盘有蹄类动物的齿尖趋同，这表明以前未知的白垩纪辐射存在更多类似胎盘的化石3-5。然而，由于从未发现单个 zhelestid 个体的相关牙齿、颅骨和骨骼材料6，因此 zhelestid 的物理和系统发育假设一直未能经过严格的测试。在这里，我们描述了塔米尔汗·巴尔卡塞利（Tamirkhan balcarceli），这是一种来自蒙古上白垩纪的新化石，其模式标本代表了一个个体，其头骨中具有四边形的、类似zhelestid的臼齿和粗略改造的部分后肢。塔米尔汗揭示了 zhelestid 臼齿与历史上著名的白垩纪分支 Zalambdalestidae 的特征同时出现：细长的第一下门牙，牙釉质有限，牙根开放，延伸到颊齿下方；经泪道；并融合了远端后肢和细长的跖骨7-9。因此，Zhelestids 是 Zalambdalestoidea 中的一个牙齿变体，具有该分支的骨骼特征。
6cdb2ba0632dd8c6,具有开放同行评审报告的论文被撤回的可能性较小,研究人员表示，透明的出版实践可能与研究质量有关，但还需要更多证据。
bdeb089888ed80c2,亚马逊发现的土方工程暗示着巨大的古代文明,近 400 个结构的发现可能有助于重新定义阿奎里文明的真实规模，此外，还有最早的鱿鱼祖先化石的微小化石。
