stable_id,title_zh,abstract_zh
51963503cade59be,实现无碳能源系统的途径：技术进步、政策障碍和综合脱碳战略,
24cef36e26a05c92,全球贸易对鱼翅法规的反应,尽管旨在限制鲨鱼捕捞和贸易的法规不断增加，但全球鲨鱼死亡率仍在持续上升。监管措施可能会影响鲨鱼产品市场，但由于数据分散且解析不佳，这种关系很难量化。我们提出了一项全球分析，评估国内鱼翅法规对 188 个国家鲨鱼产品贸易的影响。使用因果推理方法和物种水生资源贸易数据库（2007-2020），我们发现取翅法规对鲨鱼总贸易量的影响微弱且在统计上不显着。然而，长期趋势表明，采取融资监管的国家往往会减少出口，适度增加进口，并保持相对稳定的国内消费。我们的框架提供了更广泛的方法来调查与鲨鱼和其他贸易野生动物物种相关的经济途径和死亡驱动因素。
ac907383d7fa5ae5,细胞内的“gobstoppers”能够实现程序化的货物释放,活细胞被设计成微型工厂，生长具有同心层的可编程蛋白质晶体，每个同心层都能够携带不同的纳米级货物并按顺序溶解，以实现精确定时的多阶段有效负载释放。
7126aaaa4d73b74b,电池颗粒中非扩散机制的类扩散过电势,锂离子电池电极的低频电化学响应被广泛解释为固态锂扩散的特征。在这里，作者表明，电解质渗透到多孔阴极颗粒中可以产生类似的扩散行为，而与体扩散无关。
31dadc5fa40421be,阀门应变启用对 LiFePO4 储能电池过热引起的热失控进行阶段性预警,
0f89e76f10b4fade,太阳能光伏发电对北欧和波罗的海国家能源产业转型的影响,
a6b7fdcb03afc390,大面积钒氧化还原液流电池电流密度分布的操作研究,
92a7e1514881da5b,网络受限大电网绿氢发电调度,
b1ebb9b305dba6dd,导致非洲巨型草食动物多样性崩溃的是较低的物种形成，而不是较高的灭绝,今天的生态系统中的大型食草动物（≥1000公斤）严重枯竭，并且缺乏这些景观工程师曾经提供的许多生态功能。无论是归因于人类还是气候，对巨型食草动物衰退的普遍看法都集中在体型偏大的灭绝上（即最大物种的灭绝率较高），而忽视了物种形成率的作用。为了充分了解非洲大型食草动物的衰落，我们使用神经网络模型研究了非洲有蹄类动物 2300 万年 (Myrs) 的多样化。从大约 720 万年前（Ma）开始，非洲有蹄类动物群见证了物种形成和灭绝速度的整体加速。虽然物种形成在 3.6 Ma 后趋于稳定，但在更新世（2.58 Ma）开始时灭绝率急剧上升，导致食草动物群体的多样性普遍丧失。然而，我们发现大型谱系和科内较大物种的灭绝率本质上较低。高冠牙列在坚硬、磨蚀性饮食下可以维持更长的时间，也与抑制灭绝率有关。重要的是，最大的食草动物的物种形成率本质上很低，并且在某些谱系中，由于过去 5 迈的干旱化加剧，物种形成率受到抑制。我们的研究结果强调了巨型食草动物衰退背后的宏观进化复杂性，增进了对涉及大型类群的生物危机的理解。
86f45b2d13047c87,微生物群物质,肠道微生物群通过调节肝脏清除率来塑造纳米药物的命运，并对肿瘤输送产生影响。
919de3fbbc27fee3,TPIC：时空价格驱动的电动货运卡车路线、装载和（卸载）充电综合协调框架,
5b3fe5ac5e2928a2,面向应用的锂离子电池单向二元多频电化学阻抗谱,
979abdb34a4f25b6,迈向高性能钒氧燃料电池：数值建模、极化分析和铋催化阳极优化,
